"","x"
"1","가드블루          한    거2006/02/25 5국1 18박대흥(주)케이씨피           19    6    3    7    1    0  225826000       6055"
"2","가람              한    암2008/03/29 3국6 47황영원정기찬                  1    0    0    1    0    0          0          0"
"3","가마동자          뉴    거2004/10/25 6외1 99휴양마김상수                 25    9    3    0    0    0  333593000      13439"
"4","가속돌파          한    암2008/02/18 3국6 33서인석오호극                  6    0    0    6    0    0          0          0"
"5","가속헤로인        한    암2006/04/07 5국4 30정지은권광세                 12    1    3    2    0    0   38853000       1070"
"6","가야명장          미    수2008/02/06 3외4 34신우철(주)늘푸른목장          3    0    0    3    0    0    1415000        801"
"7","가야보배          한    수2007/04/14 4국2 99휴양마명인환                 15    4    2    9    3    0  137444000       3140"
"8","가야전설          한    거2007/04/10 4미  09지용훈김영진                 14    2    0    9    2    0   42805000       1070"
"9","가을요정          한    암2008/04/20 3국신52박원덕고광숙                  0    0    0    0    0    0          0          0"
"10","갈마일침          호    수2008/12/02 2외4 23유재길황철연                  0    0    0    0    0    0          0        801"
"11","감격시대          한    수2006/03/12 5국4 49지용철곽태훈                 32    2    1   13    0    0   69879000       1545"
"12","감동의빛          한    수2008/03/27 3국6 49지용철최성룡                  5    0    0    5    0    0          0          0"
"13","갓이븐            한(포)암2008/03/08 3국6 51김호  허영희                  5    0    0    5    0    0    3850000          0"
"14","강골              호    거2007/08/11 3외4 21임봉춘장세창                  5    0    0    5    0    0    1981000        801"
"15","강력한승리자      한    수2007/02/19 4국4 49지용철조창석                 12    1    3   10    1    2   44270000       1070"
"16","강력한힘          한    거2007/03/03 4국5 14김일성김재성a                15    0    2   10    0    2   30839000        610"
"17","강손              한    거2008/04/29 3국6 99휴양마이동일                  2    0    0    2    0    0          0          0"
"18","강자제패          한    수2006/04/17 5국5 08김춘근이선종                 13    1    0    6    1    0   14575000        400"
"19","강철도령          한    수2007/04/15 4국3 23유재길허건호                 11    3    1   10    3    1   78410000       1970"
"20","강철장사          한    거2007/04/30 4국2 45김순근박재천                 16    2    6   11    1    2  106070000       2960"
"21","강한나라          한    수2005/04/21 6국3 99휴양마홍준기                 28    3    0    0    0    0   74364000       1811"
"22","강한여신          한    암2008/02/20 3국6 24서홍수이필승                  4    0    0    4    0    0    3653000          0"
"23","강한제국          한    수2007/04/09 4국3 13이희영이필승                  9    1    5    8    1    5   67155000       1900"
"24","강한태양          한    수2006/03/01 5국5 02손영표김채형                 17    1    2    9    0    1   35984000        790"
"25","강호장군          한    거2006/02/18 5국3 08김춘근이장한                 30    1    5   12    0    2   99087000       2369"
"26","강호제왕          한    거2005/03/14 6국1 08김춘근이장한                 29    5    2    8    0    0  213731000       5332"
"27","강호최고          한    수2007/03/18 4국5 24서홍수명인환                 20    0    2   13    0    2   18988000        360"
