"","x"
"1","가드블루          한    거2006/02/25 5국1 18박대흥(주)케이씨피           20    6    3    6    0    0  225826000       6055"
"2","가람              한    암2008/03/29 3국6 47황영원정기찬                  4    0    0    4    0    0    1440000          0"
"3","가마동자          뉴    거2004/10/25 6외1 99휴양마김상수                 25    9    3    0    0    0  333593000      13439"
"4","가속돌파          한    암2008/02/18 3국6 33서인석오호극                  8    0    1    8    0    1    6048000        180"
"5","가속헤로인        한    암2006/04/07 5국4 30정지은권광세                 13    1    3    2    0    0   41303000       1070"
"6","가야명장          미    수2008/02/06 3외4 99휴양마(주)늘푸른목장          3    0    0    3    0    0    1415000        801"
"7","가야보배          한    수2007/04/14 4국2 49지용철명인환                 17    4    3   10    2    1  159854000       3600"
"8","가을요정          한    암2008/04/20 3국신52박원덕고광숙                  0    0    0    0    0    0          0          0"
"9","갈마일침          호    수2008/12/02 2외4 23유재길황철연                  1    1    0    1    1    0   17550000       1491"
"10","감동의빛          한    수2008/03/27 3국5 49지용철최성룡                  8    1    0    8    1    0   21434000        510"
"11","갓이븐            한(포)암2008/03/08 3국5 51김호  허영희                  6    1    0    6    1    0   19402000        400"
"12","강골              호    거2007/08/11 3외3 21임봉춘장세창                  8    1    1    7    1    1   30906000       1961"
"13","강력한승리자      한    수2007/02/19 4국4 49지용철조창석                 15    1    3   11    1    1   46720000       1070"
"14","강력한힘          한    거2007/03/03 4국5 14김일성김재성a                18    0    2   11    0    2   30839000        610"
"15","강손              한    거2008/04/29 3국6 54박천서이동일                  3    0    0    3    0    0          0          0"
"16","강자제패          한    수2006/04/17 5국5 08김춘근이선종                 15    1    1    5    0    1   21400000        700"
"17","강철도령          한    수2007/04/15 4국3 23유재길허건호                 13    3    1   11    3    1   82490000       1970"
"18","강철장사          한    거2007/04/30 4국2 45김순근박재천                 18    2    6   11    0    2  117690000       3240"
"19","강한나라          한    수2005/04/21 6국3 99휴양마홍준기                 28    3    0    0    0    0   74364000       1811"
"20","강한서울          한    암2009/03/30 2국신50박재우조병해                  0    0    0    0    0    0          0          0"
"21","강한여신          한    암2008/02/20 3국5 24서홍수이필승                  7    1    1    7    1    1   25253000        580"
"22","강한제국          한    수2007/04/09 4국3 13이희영이필승                 11    1    6    9    1    6   81435000       2280"
"23","강한태양          한    수2006/03/01 5국5 02손영표김채형                 19    1    2   10    0    1   38204000        790"
"24","강호장군          한    거2006/02/18 5국3 08김춘근이장한                 32    1    5   12    0    1   99087000       2369"
"25","강호최고          한    수2007/03/18 4국5 24서홍수명인환                 22    0    3   13    0    3   27703000        570"
"26","강호탄생          한(포)거2007/04/20 4국2 53김문갑김연호                 14    4    2   10    3    1  126399000       3280"
"27","개마무사          한    수2008/02/27 3국4 01박종곤김광두                  8    2    0    8    2    0   40440000        900"
"28","개척              한    수2007/04/21 4국3 43서정하오경의                 15    1    2   12    1    2   65435000       1650"
"29","갤럭시파티        한    암2008/05/30 3국신07구자흥남승현                  0    0    0    0    0    0          0          0"
"30","갤런트문          한    암2008/03/02 3국6 44김학수김명식                  3    0    0    3    0    0    3168000          0"
"31","거상              한(포)수2007/04/08 4국2 11이인호김철                   17    3    4   11    2    4  138067000       3470"
"32","걸리버            한    수2009/03/02 2국신10정호익박남성                  0    0    0    0    0    0          0          0"
"33","검기              한    거2008/05/01 3국신41신삼영김항균                  0    0    0    0    0    0          0          0"
"34","검은독수리        한    거2007/03/23 4국5 14김일성일진코스메틱           19    1    0   12    0    0   33021000        800"
"35","검은돌풍          한    수2008/05/24 3국6 99휴양마김종욱                  2    0    0    2    0    0    1440000          0"
"36","검은제국          한    수2008/04/19 3국6 99휴양마김창희                  1    0    0    1    0    0          0          0"
"37","게이트샤인        한    암2008/02/17 3국4 33서인석이종욱                  3    2    1    3    2    1   43465000       1200"
"38","경손              호    수2008/08/18 2외4 23유재길이동일                  2    0    0    2    0    0          0        801"
"39","경희만세          한    암2008/04/20 3국4 99휴양마승명호                  7    2    0    7    2    0   44720000       1020"
"40","계명의빛          한    암2007/02/28 4국2 03최영주김진태                 15    3    2    9    2    1  118839000       2810"
"41","고블샷            한    수2008/03/07 3국신07구자흥포트폴리오              0    0    0    0    0    0          0          0"
"42","고운짓            한(포)암2007/03/06 4국3 99휴양마신승열                 12    3    1    3    1    0   82326000       2170"
"43","고황산            한    수2008/02/22 3국4 51김호  승명호                  7    2    2    7    2    2   54295000       1410"
"44","골드라벨          한    암2007/04/06 4국5 33서인석이용대                  8    1    0    8    1    0   24862000        620"
"45","골드메인          한(포)수2005/04/12 6국2 54박천서윤훈현                 33    3    4    8    1    0  148330000       3791"
"46","골드자블라니      호    거2007/09/11 3외4 35하재흥장한명                 13    0    0   11    0    0   15231000       1141"
"47","골드토퍼          미    암2008/05/10 3외3 99휴양마세계건설(주)            7    1    1    7    1    1   34306000       1791"
"48","골든글로리        한(포)암2007/09/15 3국신99휴양마오상철                  0    0    0    0    0    0          0          0"
"49","골든로즈          한    암2006/03/14 5국1 31김효섭김선식                 22    5    3    8    1    0  402450000       6029"
"50","골든맨            한    수2005/04/10 6국신99휴양마최명숙                  0    0    0    0    0    0          0          0"
"51","골든삭스          미    암2008/03/22 3외4 40고옥봉김재영                  6    0    1    6    0    1   22269000       1441"
"52","골든오아시스      한    암2006/04/05 5국4 99휴양마심재식                 11    2    0    3    1    0   51972000       1260"
"53","골든윙            한    암2007/03/29 4국4 45김순근김재성                 15    1    1   10    0    0   29542000        840"
"54","골든임팩트        한    수2007/05/11 4국5 49지용철김선식                 23    0    1   15    0    1   36776000        750"
"55","골든캣            한(포)수2005/09/30 5국4 28최상식장재형                 27    1    1   11    1    0   43855000        867"
"56","골든타겟          한    암2008/04/29 3국5 03최영주박성구                  4    1    0    4    1    0   19584000        510"
"57","골든플로잇        한    암2008/04/04 3국6 20배대선최두호                  4    0    0    4    0    0          0          0"
"58","골저스니스        한    암2005/04/14 6국3 45김순근안태건                 36    2    1   12    0    0   83343500       1744"
"59","공덕이            한    암2008/02/25 3국6 99휴양마심상춘                  1    0    0    1    0    0          0          0"
"60","공명대로          한    암2008/04/09 3국6 52박원덕명인환                  6    0    0    6    0    0    3103000          0"
"61","공손              한    거2008/04/05 3국6 99휴양마(주)녹원목장            2    0    0    2    0    0          0          0"
"62","과천대륙          한    거2007/02/22 4국6 49지용철정수남                 11    0    0   11    0    0    1968000          0"
"63","과천동이          한    암2009/02/15 2국6 50박재우이필승                  0    0    0    0    0    0          0          0"
"64","과천마리로        한    암2007/05/19 4국5 03최영주김용래                  9    0    1    5    0    1   13031000        400"
"65","과천번개          한    거2008/05/09 3국5 99휴양마서상주                  5    1    0    5    1    0   15552000        400"
"66","과천왕자          뉴    거2007/10/12 3외4 08김춘근이장한                 11    0    2    9    0    2   13650000       1401"
"67","과천의꿈          한    암2008/04/26 3국6 47황영원최종환                  4    0    0    4    0    0          0          0"
"68","과천의빛          한    거2005/04/15 6국2 03최영주최종환                 30    3    6    9    0    2  199710000       4443"
"69","과천지존          한(포)수2006/02/22 5국1 19곽영효전영채                 26    5    6    7    1    1  223077000       6099"
"70","과천킹            한    수2008/05/23 3국6 06홍대유서상주                  6    0    0    6    0    0    7332000        110"
"71","과천탈환          한    수2008/02/22 3국6 02손영표이재원                  0    0    0    0    0    0          0          0"
"72","과천활보          한    수2004/03/03 7국1 02손영표박태훈                 43    4    4    9    0    0  227910000       5649"
"73","관악산            한    수2009/02/26 2국신99휴양마정덕용                  0    0    0    0    0    0          0          0"
"74","관악특급          미    수2008/04/06 3외2 20배대선양길순                  9    2    2    9    2    2   55585000       3071"
"75","관운장            한    수2008/03/25 3국6 14김일성김재성a                 2    0    0    2    0    0          0          0"
"76","광복빛            한(포)암2007/08/15 3국4 18박대흥남승현                  7    1    1    6    1    1   35187000        820"
"77","광야제일          한    수2008/03/11 3국3 21임봉춘임상윤                  6    4    0    6    4    0   94210000       2280"
"78","국풍              한    암2007/05/30 4국6 44김학수박재범                  9    0    0    5    0    0    1375000          0"
"79","굿데이            한(포)수2004/04/14 7국1 30정지은김지훈                 30   15    4    5    0    0  587164000      16916"
"80","굿마이웨이        한    수2005/04/16 6국신99휴양마홍준기                  0    0    0    0    0    0          0          0"
"81","굿메시지          한    거2007/04/20 4국3 12서범석오상철                 18    1    3   10    0    2   68059000       1610"
"82","굿스피드          한    암2008/04/16 3국4 53김문갑장석은                 10    1    2   10    1    2   38105000        970"
"83","굿챔프            한    수2008/04/07 3국6 09지용훈조용학                  2    0    0    2    0    0          0          0"
"84","굿초이스          한    암2007/04/05 4국2 10정호익박성구                 12    2    6   11    2    6  121009000       3130"
"85","굿캡틴            한    거2006/04/15 5국2 52박원덕김성두                 33    2    5   12    1    4  146893000       3200"
"86","굿파트너          한    암2008/02/15 3국6 37천창기장석영                  8    0    0    8    0    0    5407000        110"
"87","굿파티            한    거2006/03/04 5국2 99휴양마남승현                 12    4    2    7    2    1  129189000       3140"
"88","궁니르            한(포)수2008/02/26 3국6 30정지은김상용                  2    0    0    2    0    0          0          0"
"89","그라운드워        미    수2008/03/27 3외4 99휴양마서순배                  3    0    0    3    0    0    1950000        801"
"90","그랜드머니        한    거2007/03/29 4국2 99휴양마이기선                 19    3    6    9    0    2  175658000       4190"
"91","그랜드선더        한(포)거2007/02/03 4국2 20배대선이기선                 11    5    3    4    1    1  168738000       4930"
"92","그랜드에이스      미    암2008/02/20 3외2 28최상식장재형                  7    3    0    7    3    0   82613000       3081"
"93","그랜드윈          한    수2008/04/13 3국5 20배대선이기선                  2    1    0    2    1    0   14575000        400"
"94","그랜드챔프        한    수2006/02/27 5국2 99휴양마최명숙                 18    4    3    2    0    0  140973000       3640"
"95","그랜드카라반      호    암2008/11/11 2외신20배대선박복용                  0    0    0    0    0    0          0          0"
"96","그랜드파티        한    암2008/02/19 3국4 48김대근현태봉                 10    2    2   10    2    2   49465000       1380"
"97","그랜드퍼스트      한(포)암2008/02/21 3국2 54박천서서순배                  7    5    0    7    5    0  128570000       3500"
"98","그레이스톤        한    암2007/05/27 4국3 51김호  선우패션               12    2    2    8    2    1   82740000       1970"
"99","그레이트샤이      미    암2008/02/16 3외4 18박대흥이영규                  9    0    1    9    0    1   15131000       1271"
"100","그레이트히어로    미    거2006/02/03 5외1 32김윤섭김연호                 23    3    3   10    1    2  129397000       5241"
"101","그레이피버        한    거2007/02/25 4국4 10정호익박재범                 23    1    3   13    1    1   51333000       1160"
"102","그린빌            미    거2008/02/20 3외4 06홍대유이선우                  2    0    0    2    0    0          0        801"
"103","그린엠파이어      뉴    거2006/11/17 4외2 10정호익백국인                 18    1    3    7    0    0   65957000       3391"
"104","그린커맨더        미    거2007/04/17 4외3 10정호익백국인                 17    0    3   11    0    2   36105000       2121"
"105","그린폴리스        한(포)암2008/09/05 2국신03최영주김순건                  0    0    0    0    0    0          0          0"
"106","그릴리즈매치      미    거2005/04/11 6외1 99휴양마허영희                 23    3    4   11    1    1  121012000       5181"
