"","x"
"1","가드블루          한    거2006/02/25 5국1 99휴양마(주)케이씨피           18    6    3    6    1    0  225826000       6055"
"2","가람              한    암2008/03/29 3국6 47황영원정기찬                  0    0    0    0    0    0          0          0"
"3","가마동자          뉴    거2004/10/25 6외1 99휴양마김상수                 25    9    3    0    0    0  333593000      13439"
"4","가속돌파          한    암2008/02/18 3국6 33서인석오호극                  4    0    0    4    0    0          0          0"
"5","가속헤로인        한    암2006/04/07 5국4 30정지은권광세                 11    1    3    2    1    0   38853000       1070"
"6","가야명장          미    수2008/02/06 3외4 34신우철(주)늘푸른목장          2    0    0    2    0    0    1415000        801"
"7","가야보배          한    수2007/04/14 4국2 99휴양마명인환                 15    4    2   11    4    0  137444000       3140"
"8","가야전설          한    거2007/04/10 4국4 09지용훈김영진                 14    2    0   11    2    0   42805000       1070"
"9","가을요정          한    암2008/04/20 3국신52박원덕고광숙                  0    0    0    0    0    0          0          0"
"10","갈마일침          호    수2008/12/02 2외신23유재길황철연                  0    0    0    0    0    0          0          0"
"11","감격시대          한    수2006/03/12 5국4 49지용철곽태훈                 32    2    1   15    0    1   69879000       1545"
"12","감동의빛          한    수2008/03/27 3국6 49지용철최성룡                  3    0    0    3    0    0          0          0"
"13","갓이븐            한(포)암2008/03/08 3국6 51김호  허영희                  4    0    0    4    0    0    3850000          0"
"14","강골              호    거2007/08/11 3외4 21임봉춘장세창                  5    0    0    5    0    0    1981000        801"
"15","강력한승리자      한    수2007/02/19 4국4 99휴양마조창석                 12    1    3   12    1    3   44270000       1070"
"16","강력한힘          한    거2007/03/03 4국5 14김일성김재성a                14    0    2   10    0    2   28619000        610"
"17","강손              한    수2008/04/29 3국6 54박천서이동일                  1    0    0    1    0    0          0          0"
"18","강자대왕          한    수2006/05/15 5국2 08김춘근권익현                 22    4    2    9    1    0  142456000       3450"
"19","강자제패          한    수2006/04/17 5국5 08김춘근이선종                 11    1    0    5    1    0   14575000        400"
"20","강철도령          한    수2007/04/15 4국4 23유재길허건호                  9    2    1    8    2    1   51380000       1280"
"21","강철장사          한    거2007/04/30 4국2 45김순근박재천                 15    2    6   11    2    2  106070000       2960"
"22","강한나라          한    수2005/04/21 6국3 99휴양마홍준기                 28    3    0    0    0    0   74364000       1811"
"23","강한스피드        한    암2006/03/15 5국2 08김춘근권익현                 20    4    2    8    0    1  144698000       3976"
"24","강한여신          한    암2008/02/20 3국6 24서홍수이필승                  3    0    0    3    0    0    1925000          0"
"25","강한제국          한    수2007/04/09 4국3 13이희영이필승                  9    1    5    9    1    5   67155000       1900"
"26","강한태양          한    수2006/03/01 5국5 02손영표김채형                 15    1    1    8    0    0   26209000        580"
"27","강호장군          한    거2006/02/18 5국3 08김춘근이장한                 28    1    5   12    0    2   99087000       2369"
"28","강호제왕          한    거2005/03/14 6국1 08김춘근이장한                 28    5    2    9    1    0  213731000       5332"
"29","강호최고          한    수2007/03/18 4국6 24서홍수명인환                 19    0    1   13    0    1   12100000        180"
"30","강호탄생          한(포)거2007/04/20 4국2 53김문갑김연호                 11    4    2   10    4    2  126399000       3280"
"31","개마무사          한    수2008/02/27 3국4 01박종곤김광두                  6    2    0    6    2    0   35050000        900"
"32","개척              한    수2007/04/21 4국3 43서정하오경의                 12    1    2   11    1    2   65435000       1650"
"33","갤럭시파티        한    암2008/05/30 3국신07구자흥남승현                  0    0    0    0    0    0          0          0"
"34","갤런트문          한    암2008/03/02 3국신44김학수김명식                  0    0    0    0    0    0          0          0"
"35","거상              한(포)수2007/04/08 4국3 11이인호김철                   15    3    2   12    2    2  106357000       2630"
"36","검기              한    거2008/05/01 3국신41신삼영김항균                  0    0    0    0    0    0          0          0"
"37","검은독수리        한    거2007/03/23 4국5 14김일성일진코스메틱           16    1    0   12    0    0   25991000        680"
"38","검은돌풍          한    수2008/05/24 3국6 37천창기김종욱                  1    0    0    1    0    0          0          0"
"39","검은제국          한    수2008/04/19 3국신17김점오김창희                  0    0    0    0    0    0          0          0"
"40","게이트샤인        한    암2008/02/17 3국4 12서범석이종욱                  3    2    1    3    2    1   43465000       1200"
"41","경손              호    수2008/08/18 2외신23유재길이동일                  0    0    0    0    0    0          0          0"
"42","경희만세          한    암2008/04/20 3국5 51김호  승명호                  4    1    0    4    1    0   16500000        400"
"43","계명의빛          한    암2007/02/28 4국3 13이희영김진태                 12    3    2    9    3    2  105239000       2580"
"44","고운짓            한(포)암2007/03/06 4국3 99휴양마신승열                 12    3    1    6    2    1   82326000       2170"
"45","고황산            한    수2008/02/22 3국5 51김호  승명호                  4    1    1    4    1    1   24025000        610"
"46","골드라벨          한    암2007/04/06 4국6 33서인석이용대                  6    0    0    6    0    0    7150000        220"
"47","골드메인          한(포)수2005/04/12 6국2 54박천서윤훈현                 31    3    4    9    1    1  136710000       3511"
"48","골드웨이          호    거2006/09/15 4외2 23유재길박정웅                 20    1    3   11    0    2   58793000       3011"
"49","골드자블라니      호    거2007/09/11 3외4 35하재흥장한명                 10    0    0   10    0    0    9056000        971"
"50","골드토퍼          미    암2008/05/10 3외4 15박희철세계건설(주)            3    0    1    3    0    1    6226000       1101"
"51","골든글로리        한(포)암2007/09/15 3국신99휴양마오상철                  0    0    0    0    0    0          0          0"
"52","골든로즈          한    암2006/03/14 5국1 31김효섭김선식                 19    5    3    7    1    1  402450000       6029"
