"","x"
"1","가드블루          한    거2006/02/25 5국1 18박대흥(주)케이씨피           19    6    3    6    0    0  225826000       6055"
"2","가람              한    암2008/03/29 3국6 47황영원정기찬                  3    0    0    3    0    0    1440000          0"
"3","가마동자          뉴    거2004/10/25 6외1 99휴양마김상수                 25    9    3    0    0    0  333593000      13439"
"4","가속돌파          한    암2008/02/18 3국6 33서인석오호극                  8    0    1    8    0    1    6048000        180"
"5","가속헤로인        한    암2006/04/07 5국4 30정지은권광세                 13    1    3    2    0    0   41303000       1070"
"6","가야명장          미    수2008/02/06 3외4 99휴양마(주)늘푸른목장          3    0    0    3    0    0    1415000        801"
"7","가야보배          한    수2007/04/14 4국2 49지용철명인환                 16    4    2    9    2    0  142424000       3140"
"8","가을요정          한    암2008/04/20 3국신52박원덕고광숙                  0    0    0    0    0    0          0          0"
"9","갈마일침          호    수2008/12/02 2외4 23유재길황철연                  1    1    0    1    1    0   17550000       1491"
"10","감동의빛          한    수2008/03/27 3국5 49지용철최성룡                  8    1    0    8    1    0   21434000        510"
"11","갓이븐            한(포)암2008/03/08 3국6 51김호  허영희                  5    0    0    5    0    0    3850000          0"
"12","강골              호    거2007/08/11 3외4 21임봉춘장세창                  7    0    1    7    0    1   13356000       1271"
"13","강력한승리자      한    수2007/02/19 4국4 49지용철조창석                 14    1    3   10    1    1   46720000       1070"
"14","강력한힘          한    거2007/03/03 4국5 14김일성김재성a                17    0    2   10    0    2   30839000        610"
"15","강손              한    거2008/04/29 3국6 54박천서이동일                  3    0    0    3    0    0          0          0"
"16","강자제패          한    수2006/04/17 5국5 08김춘근이선종                 15    1    1    6    0    1   21400000        700"
"17","강철도령          한    수2007/04/15 4국3 23유재길허건호                 13    3    1   11    3    1   82490000       1970"
"18","강철장사          한    거2007/04/30 4국2 45김순근박재천                 18    2    6   12    1    2  117690000       3240"
"19","강한나라          한    수2005/04/21 6국3 99휴양마홍준기                 28    3    0    0    0    0   74364000       1811"
"20","강한여신          한    암2008/02/20 3국6 24서홍수이필승                  6    0    1    6    0    1    9701000        180"
"21","강한제국          한    수2007/04/09 4국3 13이희영이필승                 11    1    6    9    1    6   81435000       2280"
"22","강한태양          한    수2006/03/01 5국5 02손영표김채형                 19    1    2   10    0    1   38204000        790"
"23","강호장군          한    거2006/02/18 5국3 08김춘근이장한                 31    1    5   11    0    1   99087000       2369"
"24","강호최고          한    수2007/03/18 4국5 24서홍수명인환                 22    0    3   13    0    3   27703000        570"
"25","강호탄생          한(포)거2007/04/20 4국2 53김문갑김연호                 14    4    2   10    3    1  126399000       3280"
"26","개마무사          한    수2008/02/27 3국4 01박종곤김광두                  7    2    0    7    2    0   37500000        900"
"27","개척              한    수2007/04/21 4국3 43서정하오경의                 15    1    2   12    1    2   65435000       1650"
"28","갤럭시파티        한    암2008/05/30 3국신07구자흥남승현                  0    0    0    0    0    0          0          0"
