"","x"
"1",""
"2",""
"3","제목 : 11년04월02일(토)  제 1경주"
"4",""
"5","(서울) 제23일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:흐림 주로:건조  (4%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    1  수달장군         한     수     3    54.0   심승태 천창기   장석영           "
"13","  2    4  블루스테이지     한     암     3    53.0   박태종 배대선   이한목           "
"14","  3    6  포천군주         한     수     3    54.0   지하주 김순근   김동호           "
"15","  4    9  승리             한(포) 암     3    53.0   양희진 김문갑   권혁인           "
"16","  5    2  레드머니         한     수     3    52.0   박상우 김일성   일진코스메틱     "
"17","  6    8  행복파티         한     암     3    53.0   정기용 박대흥   지원철           "
"18","  7    3  정상회의         한     수     3    54.0   문세영 하재흥   이유환           "
"19","  8    5  꿈과희망         한     암     3    50.0   김혜선 김점오   장석영           "
"20","  9    7  베스트에이스     한     수     3    54.0   김동균 최상식   장재형           "
"21","      10  토사자           한     거     3    54.0   김영진 고옥봉   포트폴리오       "
"22","────────────────────────────────────────"
"23","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"24","────────────────────────────────────────"
"25","  1    1  수달장군         472( -3) 1:17.9            5-  -  - 3- 3- 1"
"26","  2    4  블루스테이지     409(-13) 1:18.6  4         3-  -  - 4- 4- 3"
"27","  3    6  포천군주         545( +5) 1:19.0  2         7-  -  - 7- 7- 5"
"28","  4    9  승리             422( +4) 1:19.2  1½      10-  -  -10-10- 8"
"29","  5    2  레드머니         429(-11) 1:19.3  목        6-  -  - 9- 9- 6"
"30","  6    8  행복파티         471( -6) 1:19.6  2         2-  -  - 2- 2- 2"
"31","  7    3  정상회의         472( +7) 1:20.4  4         1-  -  - 1- 1- 4"
"32","  8    5  꿈과희망         434( -8) 1:20.5  ¾        4-  -  - 5- 5- 7"
"33","  9    7  베스트에이스     459( +1) 1:20.5  코        8-  -  - 8- 8- 9"
"34","      10  토사자           422( -7) 1:26.4  실격      9-  -  - 6- 6-10"
"35","────────────────────────────────────────"
"36","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"37","────────────────────────────────────────"
"38","  1    1   39.1    0:14.4                  0:26.0  0:45.3  13.5       1.5    1.0"
"39","  2    4   39.7    0:14.3                  0:26.1  0:45.4  13.8      15.0    2.1"
"40","  3    6   39.8    0:14.6                  0:26.5  0:45.7  13.7       4.2    1.3"
"41","  4    9   39.3    0:15.0                  0:27.0  0:46.4  13.6      52.5    5.1"
"42","  5    2   39.7    0:14.5                  0:26.7  0:46.1  13.8      93.7   10.9"
"43","  6    8   41.0    0:14.1                  0:25.7  0:45.1  14.8       5.1    1.7"
"44","  7    3   41.8    0:14.1                  0:25.6  0:45.0  15.2      66.3    6.2"
"45","  8    5   41.7    0:14.3                  0:26.3  0:45.4  15.0      25.8    3.6"
"46","  9    7   41.3    0:14.6                  0:26.5  0:45.7  14.3      94.7   10.4"
"47","      10   47.6    0:14.8                  0:26.3  0:45.5  17.8     110.8   15.8"
"48","────────────────────────────────────────"
"49","(복승식 배당률)"
"50","           1- 2    43.9  2- 9   446.8  4- 7   379.1  6- 9    47.0  9-10   653.3"
"51","           1- 3    26.1  2-10  1251.2  4- 8    24.0  6-10   282.6  9-11     0.0"
