"","x"
"1",""
"2",""
"3","제목 : 11년05월14일(토)  제 1경주"
"4",""
"5","(서울) 제35일 1200M 국5    마령        경주명 : 일반                        "
"6","경주조건:     800점이하  3세이상                    날씨:맑음 주로:다습  (12%)"
"7","순위상금: 19,980천원   7,770천원   5,180천원   2,220천원   1,850천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    3  희망메시지       한     수     3    54.0   문세영 안병기   박용훈           "
"13","  2    4  치치카카         한     수     3    54.0   박병윤 하재흥   이상오           "
"14","  3    2  히든챔피언       한     거     4    56.0   정기용 천창기   김명식           "
"15","  4    6  연승연호         한     수     3    54.0   오경환 김문갑   김연호           "
"16","  5    9  강한태양         한     수     5    54.0   이기웅 손영표   김채형           "
"17","  6    8  왕깨비           한     수     3    54.0   최범현 박원덕   고광숙           "
"18","  7    1  커튼콜           한(포) 수     3    55.0   이기회 신삼영   정춘복           "
"19","  8    7  환상연주         한     거     3    54.0   유상완 김춘근   강동구           "
"20","  9    5  핑크팬더         한     수     3    54.0   부민호 서정하   김선교           "
"21"," 10   10  매직넘버         한     거     4    56.0   김동균 안해양   윤영기           "
"22","────────────────────────────────────────"
"23","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"24","────────────────────────────────────────"
"25","  1    3  희망메시지       478( +0) 1:16.4            1-  -  - 1- 1- 1"
"26","  2    4  치치카카         479( -3) 1:17.0  4         4-  -  - 4- 4- 3"
"27","  3    2  히든챔피언       469( -3) 1:17.3  1½       3-  -  - 3- 2- 2"
"28","  4    6  연승연호         481( +2) 1:17.9  3         5-  -  - 6- 6- 4"
"29","  5    9  강한태양         478(-12) 1:18.4  2½       7-  -  - 7- 7- 7"
"30","  6    8  왕깨비           473( +5) 1:18.4  코       10-  -  - 9- 9- 9"
"31","  7    1  커튼콜           518( +3) 1:18.9  3         9-  -  -10-10-10"
"32","  8    7  환상연주         464( +3) 1:19.1  1         6-  -  - 5- 5- 6"
"33","  9    5  핑크팬더         501( +5) 1:19.1  목        8-  -  - 8- 8- 8"
"34"," 10   10  매직넘버         439( +4) 1:19.6  3         2-  -  - 2- 3- 5"
"35","────────────────────────────────────────"
"36","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"37","────────────────────────────────────────"
"38","  1    3   39.2    0:13.8                  0:24.8  0:43.7  13.6       1.2    1.0"
"39","  2    4   39.3    0:14.0                  0:25.0  0:44.3  13.4       6.5    1.4"
"40","  3    2   39.8    0:14.0                  0:25.0  0:44.0  13.7      29.1    3.7"
"41","  4    6   39.8    0:14.0                  0:25.3  0:44.8  13.8      16.0    2.1"
"42","  5    9   39.9    0:14.0                  0:25.6  0:45.2  13.8      50.6    6.5"
"43","  6    8   39.1    0:14.5                  0:26.3  0:46.0  13.3      67.8    8.9"
"44","  7    1   39.3    0:14.5                  0:26.5  0:46.3  13.4       9.9    2.3"
"45","  8    7   41.4    0:14.0                  0:25.1  0:44.3  14.7      19.5    2.8"
"46","  9    5   40.1    0:14.4                  0:26.1  0:45.7  14.0     176.3   22.9"
"47"," 10   10   42.1    0:13.8                  0:24.9  0:44.0  15.5     212.5   17.3"
"48","────────────────────────────────────────"
"49","(복승식 배당률)"
"50","           1- 2    66.6  2- 9   388.6  4- 7    34.2  6- 9   183.1  9-10  1269.5"
