"","x"
"1",""
"2",""
"3","제목 : 11년01월08일(토)  제 1경주"
"4",""
"5","(서울) 제 1일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:흐림 주로:건조  (3%)"
"7","순위상금: 14,575천원   6,050천원   3,575천원   1,925천원   1,375천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1   14  마블러너         한     거     4    56.0   박을운 강명준   이광수a          "
"13","  2    5  초모랑마         한     암     5    52.0   김혜선 지용훈   조용학           "
"14","  3    3  바라는만큼       한     거     4    56.0   심승태 고옥봉   정이남           "
"15","  4    7  스위트멜로디     한     암     4    54.0   부민호 최혜식   박용훈           "
"16","  5   13  매직버드         한     암     4    54.0   이상혁 김학수   안영환           "
"17","  6    1  서밋킹           한     수     4    52.0   김정준 천창기   (주)늘푸른목장   "
"18","  7    9  산록도로         한     거     4    56.0   문세영 김점오   강종우           "
"19","  8    2  황금캡틴         한     거     3    54.0   조인권 김순근   원흥순           "
"20","  9   11  매직넘버         한     거     4    52.0   박종현 안해양   윤영기           "
"21"," 10   10  터치스톰         한     수     3    54.0   황순도 김일성   김재성a          "
"22"," 11    8  대천볼트         한     암     4    54.0   함완식 하재흥   김병현           "
"23"," 12    4  상징의여장       한     수     4    56.0   이기회 이인호   구자선           "
"24","      12  브라보투게더     한     거     3    54.0   김귀배 김문갑   김성두           "
"25","       6  초원특명         한     암     4    54.0   최원준 박종곤   제주축산개발     "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1   14  마블러너         456( +5) 1:24.2            3-  -  - 3- 3- 1"
"30","  2    5  초모랑마         457( -6) 1:25.3  7         6-  -  - 6- 5- 5"
"31","  3    3  바라는만큼       475( +3) 1:25.8  2½       9-  -  - 4- 4- 4"
"32","  4    7  스위트멜로디     444( -1) 1:25.9  ¾       10-  -  -12-11- 8"
"33","  5   13  매직버드         439( +0) 1:26.2  1¾       2-  -  - 2- 2- 2"
"34","  6    1  서밋킹           415( +1) 1:26.4  1         4-  -  - 9- 8- 9"
"35","  7    9  산록도로         424( +3) 1:26.8  2½       7-  -  - 7- 7- 6"
"36","  8    2  황금캡틴         469( +1) 1:27.0  1         5-  -  - 5- 6- 7"
"37","  9   11  매직넘버         448( -4) 1:27.0  목       12-  -  - 8- 9-11"
"38"," 10   10  터치스톰         432(+12) 1:27.4  2         1-  -  - 1- 1- 3"
"39"," 11    8  대천볼트         453( -7) 1:27.5  ¾        8-  -  -10-10-10"
"40"," 12    4  상징의여장       494(+10) 1:29.3  10       11-  -  -11-12-12"
"41","      12  브라보투게더     492( +8) 0:00.0  주행중지   -  -  -  -  -99"
"42","       6  초원특명           0( +0) 0:00.0  출주취소   -  -  -  -  -  "
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1   14   38.7    0:14.0                  0:32.5  0:52.0  13.5       3.5    1.7"
"47","  2    5   39.5    0:14.1                  0:32.7  0:52.4  13.5       3.8    1.3"
"48","  3    3   40.2    0:14.7                  0:32.6  0:52.1  14.1      18.5    3.0"
"49","  4    7   38.6    0:14.7                  0:34.0  0:53.9  13.3      18.1    3.3"
"50","  5   13   41.5    0:13.7                  0:31.8  0:51.3  14.9       5.1    2.1"
