"","x"
"1",""
"2",""
"3","제목 : 11년03월20일(일)  제 1경주"
"4",""
"5","(서울) 제20일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:비   주로:양호  (7%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    4  블랙토네이도     한     암     3    53.0   정기용 박대흥   이용대           "
"13","  2   12  상천보검         한     거     4    56.0   최원준 지용철   김선식           "
"14","  3   10  맥궁             한     수     4    56.0   김동철 지용철   곽태훈           "
"15","  4    8  대세상승         한     암     4    54.0   마이   김순근   김순주           "
"16","  5    6  아리수           한     암     4    54.0   함완식 천창기   천병득           "
"17","  6    1  핫탭스타         한(포) 암     4    51.0   김정준 김학수   안영환           "
"18","  7    3  오복이           한     거     3    52.0   박시천 고옥봉   전좌식           "
"19","  8    9  프리랜드         한     암     4    54.0   박병윤 하재흥   우순근           "
"20","  9    7  홀리마운틴       한(포) 암     4    54.0   유상완 신삼영   장철환           "
"21"," 10    5  미스제이드       한(포) 암     4    54.0   이금주 서정하   김선교           "
"22"," 11    2  어네스트존       한     수     3    54.0   문정균 김호     김휘남           "
"23"," 12   11  순옥이           한     암     4    51.0   김혜선 최상식   권도윤           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    4  블랙토네이도     469( -6) 1:25.7            7-  -  - 8- 8- 4"
"28","  2   12  상천보검         492( -3) 1:26.1  2         6-  -  - 2- 2- 2"
"29","  3   10  맥궁             475( +1) 1:26.3  1¼       1-  -  - 1- 1- 1"
"30","  4    8  대세상승         429( -5) 1:26.7  2½      12-  -  -11-11- 6"
"31","  5    6  아리수           411( +3) 1:26.7  목        8-  -  - 7- 4- 5"
"32","  6    1  핫탭스타         397( +1) 1:27.3  3         2-  -  - 3- 3- 3"
"33","  7    3  오복이           462( -2) 1:27.4  ½        4-  -  - 6- 9- 7"
"34","  8    9  프리랜드         423(-11) 1:27.5  ½       11-  -  -12-12-11"
"35","  9    7  홀리마운틴       438( -7) 1:27.6  ½        9-  -  -10-10- 9"
"36"," 10    5  미스제이드       449(-10) 1:27.8  1¼      10-  -  - 9- 7- 8"
"37"," 11    2  어네스트존       493(+11) 1:28.4  4         3-  -  - 4- 6-10"
"38"," 12   11  순옥이           448( +0) 1:28.8  2         5-  -  - 5- 5-12"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    4   39.4    0:14.2                  0:32.9  0:53.1  13.1       2.0    1.2"
"43","  2   12   40.5    0:14.1                  0:32.4  0:52.2  14.2       8.7    2.2"
"44","  3   10   40.9    0:14.0                  0:32.3  0:52.1  14.4      32.6    6.3"
"45","  4    8   39.9    0:14.8                  0:33.4  0:53.6  13.9      45.0    8.9"
"46","  5    6   40.7    0:14.4                  0:32.9  0:52.7  14.0      17.0    3.5"
"47","  6    1   41.6    0:14.1                  0:32.5  0:52.4  14.9       9.4    2.5"
"48","  7    3   41.2    0:14.1                  0:32.6  0:53.1  14.6      14.7    3.3"
"49","  8    9   40.6    0:14.6                  0:33.5  0:53.8  14.0       7.4    2.6"
