"","x"
"1",""
"2",""
"3","제목 : 11년06월04일(토)  제 1경주"
"4",""
"5","(서울) 제41일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:흐림 주로:다습  (12%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    8  새벽날개         한     수     3    54.0   최원준 지용철   명인환           "
"13","  2   12  레이디로드       한     암     4    54.0   김옥성 천창기   강종우           "
"14","  3    4  튼튼제일         한     암     4    51.0   이기웅 손영표   유무성           "
"15","  4    7  보아이디얼       한     수     4    56.0   문정균 김순근   안태건           "
"16","  5    3  무브온           한     암     4    54.0   최범현 박종곤   이방훈           "
"17","  6   11  파이널퀸         한     암     4    50.0   이강서 안병기   이건행           "
"18","  7    5  알드라이크       한(포) 암     4    54.0   양희진 김문갑   박성구           "
"19","  8    2  아리수           한     암     4    54.0   오경환 천창기   천병득           "
"20","  9    1  꿈의축제         한     암     3    53.0   조인권 김호     김휘남           "
"21"," 10    9  마이드림         한     암     3    53.0   김영진 서인석   구경회           "
"22"," 11    6  산록도로         한     거     4    56.0   문세영 김점오   강종우           "
"23"," 12   10  오복이           한     거     3    53.0   박시천 고옥봉   전좌식           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    8  새벽날개         493( +5) 1:16.2            2-  -  - 2- 2- 2"
"28","  2   12  레이디로드       480( +7) 1:17.0  4         3-  -  - 1- 1- 1"
"29","  3    4  튼튼제일         450( +3) 1:17.5  3         4-  -  - 4- 4- 4"
"30","  4    7  보아이디얼       419( +1) 1:17.9  2         1-  -  - 3- 3- 3"
"31","  5    3  무브온           450( +0) 1:17.9  코        8-  -  - 8- 7- 6"
"32","  6   11  파이널퀸         429( -4) 1:18.0  ½       11-  -  -11-11- 8"
"33","  7    5  알드라이크       451( -2) 1:18.0  목        9-  -  - 9- 8- 7"
"34","  8    2  아리수           412( +3) 1:18.2  1¼       7-  -  - 6- 5- 5"
"35","  9    1  꿈의축제         438( +2) 1:18.4  1        10-  -  -10-10-10"
"36"," 10    9  마이드림         468( +9) 1:19.5  6         6-  -  - 5- 6- 9"
"37"," 11    6  산록도로         408( +3) 1:19.6  1         5-  -  - 7- 9-11"
"38"," 12   10  오복이           459( -2) 1:20.4  4        12-  -  -12-12-12"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    8   39.1    0:13.8                  0:25.0  0:43.4  13.7       1.8    1.0"
"43","  2   12   40.3    0:13.8                  0:24.7  0:43.0  14.5      16.2    3.4"
"44","  3    4   40.0    0:14.1                  0:25.5  0:43.9  14.2      96.6   10.8"
"45","  4    7   40.6    0:13.8                  0:25.2  0:43.7  14.6       5.8    1.8"
"46","  5    3   39.6    0:14.4                  0:26.2  0:44.7  13.9       9.1    2.2"
"47","  6   11   38.7    0:14.7                  0:26.6  0:45.8  13.6      11.4    2.6"
"48","  7    5   39.3    0:14.5                  0:26.2  0:44.9  14.0       9.7    2.4"
"49","  8    2   40.3    0:14.4                  0:25.9  0:44.3  14.3      35.3    7.5"
"50","  9    1   39.4    0:14.7                  0:26.4  0:45.5  13.8      14.2    5.5"
