"","x"
"1",""
"2",""
"3","제목 : 11년02월19일(토)  제 1경주"
"4",""
"5","(서울) 제11일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:맑음 주로:건조  (3%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    7  에버그린         한     거     4    56.0   고성이 최상식   정춘복           "
"13","  2   10  금빛             한     암     4    54.0   이동국 안해양   윤영기           "
"14","  3    6  과천킹           한     수     3    54.0   문세영 홍대유   서상주           "
"15","  4    9  불패강호         한     수     4    54.0   박상우 정지은   김지훈           "
"16","  5    8  럭비스타         한     암     3    53.0   신형철 김윤섭   제주축협         "
"17","  6    5  왕가             한     암     4    54.0   하마다 임봉춘   김순건           "
"18","  7   12  배트지존         한     거     4    56.0   심승태 박종곤   김정근           "
"19","  8   14  상천보검         한     거     4    56.0   최원준 지용철   김선식           "
"20","  9    4  쌩쌩             한     수     4    56.0   문정균 천창기   김종욱           "
"21"," 10   13  샘물축제         한     거     4    56.0   김석봉 김점오   고창범           "
"22"," 11   11  오복이           한     거     3    52.0   박시천 고옥봉   전좌식           "
"23"," 12    1  하늘래기         한     암     3    53.0   박병윤 하재흥   이용대           "
"24"," 13    2  포토힐           한     암     3    53.0   박을운 구자흥   이영규           "
"25"," 14    3  국풍             한     암     4    50.0   김정준 김학수   박재범           "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1    7  에버그린         508( +4) 1:25.1            1-  -  - 1- 1- 1"
"30","  2   10  금빛             503( -2) 1:25.6  3         2-  -  - 2- 4- 2"
"31","  3    6  과천킹           503( -4) 1:25.7  ½        5-  -  - 5- 5- 4"
"32","  4    9  불패강호         463( -7) 1:25.7  코       12-  -  -13-13- 8"
"33","  5    8  럭비스타         456( +9) 1:25.8  목       11-  -  -12-10- 6"
"34","  6    5  왕가             440( -5) 1:25.9  1         3-  -  - 4- 3- 3"
"35","  7   12  배트지존         451( -4) 1:26.4  2½       7-  -  - 7- 7- 7"
"36","  8   14  상천보검         495( +3) 1:26.4  코       10-  -  - 9- 9-11"
"37","  9    4  쌩쌩             441( +2) 1:26.4  목        8-  -  - 8- 8- 9"
"38"," 10   13  샘물축제         451( -7) 1:26.6  1        13-  -  -11-12-13"
"39"," 11   11  오복이           464(-13) 1:26.8  1         9-  -  -10-11-12"
"40"," 12    1  하늘래기         490( +1) 1:27.3  3         4-  -  - 6- 6-10"
"41"," 13    2  포토힐           439( -4) 1:27.4  목        6-  -  - 3- 2- 5"
"42"," 14    3  국풍             434( +2) 1:28.0  4        14-  -  -14-14-14"
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1    7   41.0    0:13.5                  0:31.1  0:50.7  14.5      95.0   17.1"
"47","  2   10   41.2    0:13.5                  0:31.2  0:51.0  14.4      44.2   10.0"
"48","  3    6   40.9    0:14.0                  0:31.7  0:51.4  14.4       3.0    1.4"
"49","  4    9   39.8    0:14.6                  0:32.8  0:52.7  13.9       8.9    2.7"
"50","  5    8   40.2    0:14.5                  0:32.6  0:52.4  14.0       2.7    1.3"
