"","x"
"1",""
"2",""
"3","제목 : 11년03월06일(일)  제 1경주"
"4",""
"5","(서울) 제16일 1000M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:다습  (11%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    1  스카이트레인     한(포) 암     3    51.0   박상우 박대흥   (주)케이씨피     "
"13","  2    3  트릭오브리아     한     수     3    54.0   문세영 안병기   정수남           "
"14","  3   10  우라노스         한     수     3    54.0   한창민 서범석   오상철           "
"15","  4    2  에이스볼트       한(포) 수     3    54.0   오경환 김문갑   장석은           "
"16","  5    7  자금성           한     암     3    53.0   문정균 정호익   권도윤           "
"17","  6    8  리틀챔프         한     수     3    54.0   김귀배 배휴준   오상철           "
"18","  7    5  희망의다리       한     수     3    54.0   최원준 지용철   강성보           "
"19","  8    9  한혈천검         한     암     3    53.0   김영진 서인석   서정훈           "
"20","  9    6  카퍼레이드       한     수     3    54.0   김철호 정지은   이영해           "
"21"," 10    4  대승보배         한     거     3    54.0   이동국 안해양   최명숙           "
"22","────────────────────────────────────────"
"23","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"24","────────────────────────────────────────"
"25","  1    1  스카이트레인     462( -6) 1:04.0            1-  -  - 1- 1- 1"
"26","  2    3  트릭오브리아     500( -9) 1:04.2  1¼       2-  -  - 2- 3- 2"
"27","  3   10  우라노스         463(-14) 1:04.6  2½       4-  -  - 4- 2- 3"
"28","  4    2  에이스볼트       458(-10) 1:04.7  목        8-  -  - 8- 8- 6"
"29","  5    7  자금성           448( -4) 1:04.9  1¾       7-  -  - 7- 9- 9"
"30","  6    8  리틀챔프         432( -5) 1:05.0  코        3-  -  - 3- 4- 4"
"31","  7    5  희망의다리       456( +7) 1:05.0  목        9-  -  - 9- 7- 5"
"32","  8    9  한혈천검         481( +2) 1:05.0  코        5-  -  - 5- 6- 7"
"33","  9    6  카퍼레이드       524( -7) 1:05.1  ¾       10-  -  -10-10- 8"
"34"," 10    4  대승보배         485(+11) 1:08.2  17        6-  -  - 6- 5-10"
"35","────────────────────────────────────────"
"36","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"37","────────────────────────────────────────"
"38","  1    1   39.1    0:13.8                  0:13.8  0:31.1  14.0       2.2    1.2"
"39","  2    3   39.1    0:14.0                  0:14.0  0:31.5  13.8       1.7    1.0"
"40","  3   10   39.6    0:14.0                  0:14.0  0:31.2  14.0      31.8    3.1"
"41","  4    2   38.4    0:14.8                  0:14.8  0:32.7  13.0       9.6    1.6"
"42","  5    7   38.6    0:14.5                  0:14.5  0:32.7  13.1     101.8    5.5"
"43","  6    8   39.6    0:14.0                  0:14.0  0:31.8  13.9      37.8    2.5"
"44","  7    5   38.8    0:14.8                  0:14.8  0:32.6  13.8      89.4    7.1"
"45","  8    9   39.0    0:14.2                  0:14.2  0:32.6  13.3     321.3   16.9"
"46","  9    6   38.6    0:14.9                  0:14.9  0:33.0  13.3     198.1    8.9"
"47"," 10    4   42.3    0:14.4                  0:14.4  0:32.4  16.1     159.8    8.7"
"48","────────────────────────────────────────"
"49","(복승식 배당률)"
"50","           1- 2    10.0  2- 9   661.0  4- 7   999.0  6- 9  1489.8  9-10   889.9"
