"","x"
"1",""
"2",""
"3","제목 : 11년03월13일(일)  제 1경주"
"4",""
"5","(서울) 제18일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:흐림 주로:양호  (6%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    4  왕깨비           한     수     3    54.0   오경환 박원덕   고광숙           "
"13","  2    5  매직라이트       한     수     3    54.0   윤태혁 우창구   변갑한           "
"14","  3    1  감동의빛         한     수     3    54.0   김동철 지용철   최성룡           "
"15","  4   10  대한동자         한     수     3    54.0   이준철 김대근   김경민           "
"16","  5    9  우리야           한     거     3    54.0   조인권 배대선   변영남           "
"17","  6    8  화려한질주       한     암     3    53.0   정기용 박윤규   신건호           "
"18","  7    2  호걸풍           한     수     3    54.0   문세영 안병기   최건호           "
"19","  8    3  에버마스터       한     수     3    54.0   부민호 배휴준   권택종           "
"20","  9    6  독주             한     암     3    53.0   김영진 서인석   구경회           "
"21"," 10    7  줄리엣           한     암     3    53.0   양희진 임봉춘   김순건           "
"22","────────────────────────────────────────"
"23","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"24","────────────────────────────────────────"
"25","  1    4  왕깨비           473(-14) 1:19.7            6-  -  - 6- 5- 2"
"26","  2    5  매직라이트       459( +5) 1:19.7  코        1-  -  - 1- 1- 1"
"27","  3    1  감동의빛         430( +2) 1:19.9  1¼       9-  -  - 8- 9- 8"
"28","  4   10  대한동자         482( -7) 1:19.9  코        2-  -  - 2- 2- 3"
"29","  5    9  우리야           474( +4) 1:20.1  1         5-  -  - 4- 4- 4"
"30","  6    8  화려한질주       493(-12) 1:20.2  ½        8-  -  - 9- 8- 6"
"31","  7    2  호걸풍           511(-18) 1:20.3  ¾        7-  -  - 7- 6- 5"
"32","  8    3  에버마스터       455(-34) 1:20.7  2        10-  -  -10-10-10"
"33","  9    6  독주             420( +8) 1:21.4  4         4-  -  - 5- 7- 9"
"34"," 10    7  줄리엣           459( +1) 1:21.5  ¾        3-  -  - 3- 3- 7"
"35","────────────────────────────────────────"
"36","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"37","────────────────────────────────────────"
"38","  1    4   40.0    0:14.6                  0:26.7  0:46.5  13.7       1.3    1.1"
"39","  2    5   40.5    0:14.1                  0:26.1  0:46.0  14.0      16.8    3.9"
"40","  3    1   39.7    0:14.9                  0:27.0  0:47.1  13.3      13.1    2.0"
"41","  4   10   40.6    0:14.2                  0:26.2  0:46.1  13.9      22.8    3.3"
"42","  5    9   40.7    0:14.5                  0:26.4  0:46.4  14.0      61.1    9.2"
"43","  6    8   40.2    0:14.6                  0:27.0  0:46.8  13.8      21.8    3.7"
"44","  7    2   40.6    0:14.6                  0:26.7  0:46.5  14.0      10.4    2.2"
"45","  8    3   40.1    0:15.0                  0:27.3  0:47.3  13.6       8.7    1.7"
"46","  9    6   41.4    0:14.4                  0:26.7  0:46.8  14.3      60.9    8.6"
"47"," 10    7   42.1    0:14.3                  0:26.4  0:46.4  15.0      31.5    4.3"
"48","────────────────────────────────────────"
"49","(복승식 배당률)"
"50","           1- 2    36.5  2- 9   289.5  4- 7    14.4  6- 9   818.7  9-10   242.2"
"51","           1- 3    28.6  2-10    68.2  4- 8    10.8  6-10   228.9  9-11     0.0"
