"","x"
"1",""
"2",""
"3","제목 : 11년06월19일(일)  제 1경주"
"4",""
"5","(서울) 제46일 1400M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:맑음 주로:건조  (3%)"
"7","순위상금: 17,712천원   6,888천원   4,592천원   1,968천원   1,640천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    5  메이비           한     수     3    54.0   윤태혁 우창구   변갑한           "
"13","  2    3  어네스트존       한     수     3    50.0   김정준 김호     김휘남           "
"14","  3    9  승리             한(포) 암     3    53.0   마이   김문갑   권혁인           "
"15","  4    4  댄싱하이츠       한     암     3    53.0   조경호 김학수   지대섭           "
"16","  5    6  대마신           한     거     5    57.0   원정일 배휴준   홍준기           "
"17","  6    2  기린으뜸         한     암     4    54.0   박을운 김순근   김동호           "
"18","  7    1  우승예찬         한     수     4    56.0   마코토 서홍수   김지영           "
"19","  8   11  파이널퀸         한     암     4    54.0   문정균 안병기   이건행           "
"20","  9    8  센터치프         한     수     4    56.0   정기용 이인호   민홍기           "
"21"," 10   10  과천대륙         한     거     4    56.0   최원준 지용철   정수남           "
"22"," 11    7  레드스킵         한     암     3    51.0   박상우 구자흥   청호컴넷(주)     "
"23","────────────────────────────────────────"
"24","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"25","────────────────────────────────────────"
"26","  1    5  메이비           475( +2) 1:31.0            5-  -  - 4- 4- 2"
"27","  2    3  어네스트존       486( -4) 1:31.0  머리      3-  -  - 3- 3- 1"
"28","  3    9  승리             423(-11) 1:31.0  머리      6-  -  - 5- 5- 5"
"29","  4    4  댄싱하이츠       507( +9) 1:31.6  3         4-  -  - 6- 6- 6"
"30","  5    6  대마신           482( +2) 1:32.0  2½       9-  -  - 9- 9- 9"
"31","  6    2  기린으뜸         438( +6) 1:32.1  목        1-  -  - 1- 1- 3"
"32","  7    1  우승예찬         405( +5) 1:32.2  1         2-  -  - 2- 2- 4"
"33","  8   11  파이널퀸         425( -4) 1:32.3  머리     11-  -  - 8- 8- 8"
"34","  9    8  센터치프         455( +4) 1:32.7  3         7-  -  - 7- 7- 7"
"35"," 10   10  과천대륙         432( -6) 1:32.8  ½       10-  -  -11-10-10"
"36"," 11    7  레드스킵         420( +1) 1:34.2  8         8-  -  -10-11-11"
"37","────────────────────────────────────────"
"38","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"39","────────────────────────────────────────"
"40","  1    5   39.1    0:14.2                  0:39.0  0:58.4  13.4       1.9    1.1"
"41","  2    3   39.5    0:14.1                  0:38.8  0:58.0  13.4       3.9    1.4"
"42","  3    9   39.1    0:14.4                  0:39.0  0:58.4  13.2      15.7    4.3"
"43","  4    4   39.4    0:14.2                  0:39.2  0:58.7  13.7       4.8    1.5"
"44","  5    6   39.3    0:15.0                  0:40.0  0:59.2  13.5      22.8    4.3"
"45","  6    2   40.8    0:13.9                  0:38.5  0:57.8  14.3      20.6    3.8"
"46","  7    1   40.7    0:14.1                  0:38.8  0:58.0  14.4      25.8    4.1"
"47","  8   11   39.6    0:15.0                  0:39.7  0:59.2  13.8      24.9    4.6"
"48","  9    8   40.5    0:14.6                  0:39.5  0:58.7  14.2      72.4    9.3"
"49"," 10   10   39.7    0:15.0                  0:40.0  0:59.5  14.0      92.9   10.0"
