"","x"
"1",""
"2",""
"3","제목 : 11년05월01일(일)  제 1경주"
"4",""
"5","(서울) 제32일 1400M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:맑음 주로:포화  (19%)"
"7","순위상금: 17,712천원   6,888천원   4,592천원   1,968천원   1,640천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    2  골드라벨         한     암     4    52.0   장추열 서인석   이용대           "
"13","  2    8  에이클래스       한     거     3    54.0   박태종 하재흥   장한명           "
"14","  3    3  월드컵신화       한(포) 거     3    54.0   오경환 박대흥   (주)자성실업     "
"15","  4    4  과천대륙         한     거     4    56.0   최원준 지용철   정수남           "
"16","  5   12  레이디로드       한     암     4    54.0   함완식 천창기   강종우           "
"17","  6   10  배트지존         한     거     4    56.0   박병윤 박종곤   김정근           "
"18","  7   11  매직라이트       한     수     3    54.0   최범현 우창구   변갑한           "
"19","  8    7  알드라이크       한(포) 암     4    54.0   양희진 김문갑   박성구           "
"20","  9    9  매직초이스       한     암     4    51.0   김혜선 지용훈   박시용           "
"21"," 10    1  센터치프         한     수     4    56.0   정기용 이인호   민홍기           "
"22"," 11    6  터프런           한     수     3    50.0   김정준 김호     김휘남           "
"23"," 12    5  왕가             한     암     4    54.0   문정균 임봉춘   김순건           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    2  골드라벨         484( +4) 1:31.1            1-  -  - 1- 1- 1"
"28","  2    8  에이클래스       471( -9) 1:32.4  7         3-  -  - 2- 2- 2"
"29","  3    3  월드컵신화       468( +4) 1:32.5  ¾        4-  -  - 4- 4- 3"
"30","  4    4  과천대륙         441( +1) 1:33.7  7        10-  -  - 9- 8- 4"
"31","  5   12  레이디로드       473( -3) 1:34.3  3         9-  -  - 7- 6- 5"
"32","  6   10  배트지존         457(+12) 1:34.9  4         5-  -  - 5- 5- 6"
"33","  7   11  매직라이트       477(+18) 1:35.2  1½       7-  -  - 8-11-11"
"34","  8    7  알드라이크       453( -2) 1:35.2  목       11-  -  -12-12-12"
"35","  9    9  매직초이스       532( +2) 1:35.2  머리      8-  -  -10- 9- 7"
"36"," 10    1  센터치프         457( +4) 1:35.5  1½      12-  -  -11-10-10"
"37"," 11    6  터프런           502( -1) 1:36.3  5         6-  -  - 6- 7- 8"
"38"," 12    5  왕가             437( +2) 1:37.6  7         2-  -  - 3- 3- 9"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    2   40.6    0:13.9                  0:37.9  0:57.1  14.2       7.7    2.0"
"43","  2    8   41.8    0:14.0                  0:38.1  0:57.2  14.9       3.9    1.3"
"44","  3    3   41.1    0:14.1                  0:38.3  0:58.1  14.2       1.7    1.1"
"45","  4    4   41.2    0:14.7                  0:39.1  0:59.3  14.5      56.1    5.8"
"46","  5   12   42.7    0:14.4                  0:38.4  0:58.4  15.1      55.3    6.1"
"47","  6   10   43.5    0:14.1                  0:38.3  0:58.2  15.4     130.3   14.6"
"48","  7   11   42.5    0:14.3                  0:39.0  0:59.7  14.7       7.0    1.8"
"49","  8    7   42.2    0:14.8                  0:39.6  0:59.7  14.7      30.9    4.5"
