"","x"
"1",""
"2",""
"3","제목 : 11년02월27일(일)  제 1경주"
"4",""
"5","(서울) 제14일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:비   주로:다습  (12%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    6  올웨이즈윈       한     암     4    54.0   오경환 이인호   김명식           "
"13","  2   13  꿈꾸는세상       한     암     3    53.0   조인권 김호     이용대           "
"14","  3    1  굿파트너         한     암     3    53.0   심승태 천창기   장석영           "
"15","  4    5  오르간하프       한(포) 암     4    54.0   유재필 곽영효   허영희           "
"16","  5    9  해동태후         한     암     4    54.0   하마다 김효섭   김동호           "
"17","  6   14  실버스톰         한     거     4    56.0   김동균 배휴준   오상철           "
"18","  7   12  우승예찬         한     수     4    56.0   이금주 서홍수   가명풍           "
"19","  8   11  매직넘버         한     거     4    52.0   박종현 안해양   윤영기           "
"20","  9   10  매직초이스       한     암     4    51.0   김혜선 지용훈   박시용           "
"21"," 10    7  선샤인캣         한     거     4    56.0   고성이 김명국   이태식           "
"22"," 11    4  대세상승         한     암     4    54.0   지하주 김순근   김순주           "
"23"," 12    2  순옥이           한     암     4    54.0   이애리 최상식   권도윤           "
"24"," 13    8  극동의미래       한     거     5    57.0   한창민 최혜식   이보원           "
"25"," 14    3  천지대승         한     수     3    54.0   부민호 서정하   구자선           "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1    6  올웨이즈윈       440( +0) 1:26.3            8-  -  - 9- 8- 4"
"30","  2   13  꿈꾸는세상       443(-17) 1:26.4  ½        2-  -  - 3- 3- 5"
"31","  3    1  굿파트너         444( -3) 1:26.7  1¾       5-  -  - 5- 6- 3"
"32","  4    5  오르간하프       443( +9) 1:26.7  ½        4-  -  - 4- 1- 1"
"33","  5    9  해동태후         434( +1) 1:26.8  코       14-  -  -13-10- 7"
"34","  6   14  실버스톰         452( -5) 1:26.9  1         3-  -  - 1- 2- 2"
"35","  7   12  우승예찬         408( +2) 1:27.1  1         7-  -  - 7- 4- 6"
"36","  8   11  매직넘버         442( -5) 1:27.4  1¾       9-  -  -10-11-10"
"37","  9   10  매직초이스       521( -6) 1:27.8  2        12-  -  -14-14-12"
"38"," 10    7  선샤인캣         478( -8) 1:27.8  ½       13-  -  - 8- 9- 9"
"39"," 11    4  대세상승         434( +2) 1:27.9  머리     10-  -  -11-13-11"
"40"," 12    2  순옥이           448( -6) 1:28.8  5         6-  -  - 6- 7- 8"
"41"," 13    8  극동의미래       450(-26) 1:30.3  8        11-  -  -12-12-14"
"42"," 14    3  천지대승         466(-21) 1:30.8  3         1-  -  - 2- 5-13"
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1    6   40.4    0:14.2                  0:32.8  0:52.7  13.9       1.4    1.1"
"47","  2   13   41.1    0:13.7                  0:32.0  0:52.1  14.0       9.3    2.6"
"48","  3    1   41.0    0:13.9                  0:32.4  0:52.4  14.3      91.4   20.2"
"49","  4    5   41.8    0:13.8                  0:32.0  0:51.7  14.6      40.9    8.9"
"50","  5    9   40.7    0:14.7                  0:33.3  0:52.9  13.8      46.1    7.3"
