"","x"
"1",""
"2",""
"3","제목 : 11년05월22일(일)  제 1경주"
"4",""
"5","(서울) 제38일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:양호  (9%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    2  새신동           한     거     3    54.0   유상완 김춘근   권익현           "
"13","  2   10  피겨여왕         한     암     3    53.0   함완식 천창기   김종욱           "
"14","  3   11  천승             한     수     3    50.0   이강서 안병기   은희만           "
"15","  4    4  댄싱하이츠       한     암     3    53.0   김옥성 김학수   지대섭           "
"16","  5    7  노던여제         한     암     3    53.0   이금주 서정하   권영술           "
"17","  6    3  퍼스트폴리오     한(포) 거     2    53.0   박을운 구자흥   포트폴리오       "
"18","  7    6  본지그           한     암     3    53.0   부민호 홍대유   지대섭           "
"19","  8    1  익사이팅러너     한     거     3    54.0   한창민 강명준   이광수a          "
"20","  9    9  익셉셔널         한     암     3    53.0   오경환 임봉춘   김현래           "
"21"," 10    5  블러싱스타       한     수     3    54.0   황순도 김윤섭   박태훈           "
"22"," 11   12  금빛기사         한     암     3    53.0   김동균 최영주   이승택           "
"23","       8  볼트             한     거     3    50.0   김정준 김호     최두호           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    2  새신동           455( -4) 1:17.8            1-  -  - 1- 1- 2"
"28","  2   10  피겨여왕         483( +5) 1:17.8  목        6-  -  - 5- 4- 1"
"29","  3   11  천승             449( -3) 1:18.0  1         8-  -  - 6- 5- 3"
"30","  4    4  댄싱하이츠       498( +9) 1:18.3  1¾       9-  -  - 9- 7- 6"
"31","  5    7  노던여제         442( -2) 1:18.4  ¾       11-  -  -10-10- 8"
"32","  6    3  퍼스트폴리오     481(+10) 1:18.7  1½       7-  -  - 8-11-11"
"33","  7    6  본지그           471( -1) 1:18.8  1         5-  -  - 7- 8- 4"
"34","  8    1  익사이팅러너     450(-10) 1:18.9  목        3-  -  - 3- 3- 5"
"35","  9    9  익셉셔널         454( -1) 1:19.0  ¾       10-  -  -11- 9- 7"
"36"," 10    5  블러싱스타       445( -3) 1:19.9  5         4-  -  - 4- 6- 9"
"37"," 11   12  금빛기사         432( +0) 1:21.1  6         2-  -  - 2- 2-10"
"38","       8  볼트               0( +0) 0:00.0  출주취소   -  -  -  -  -  "
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    2   39.8    0:13.8                  0:25.0  0:44.7  13.6       9.1    2.6"
"43","  2   10   39.3    0:14.2                  0:25.8  0:45.2  13.6       9.1    2.1"
"44","  3   11   39.2    0:14.3                  0:25.9  0:45.4  13.5       1.9    1.1"
"45","  4    4   39.4    0:14.5                  0:26.5  0:45.4  13.4      22.1    4.6"
"46","  5    7   38.9    0:15.2                  0:26.7  0:45.8  13.5       4.3    1.4"
"47","  6    3   39.2    0:14.3                  0:26.5  0:46.2  13.1       8.6    2.2"
"48","  7    6   39.8    0:14.2                  0:26.1  0:45.7  13.9      33.1    5.7"
"49","  8    1   40.6    0:14.1                  0:25.5  0:44.9  14.0      72.8   18.5"
