"","x"
"1",""
"2",""
"3","제목 : 11년05월28일(토)  제 1경주"
"4",""
"5","(서울) 제39일 1200M 국5    마령        경주명 : 일반                        "
"6","경주조건:     800점이하  3세이상                    날씨:맑음 주로:건조  (4%)"
"7","순위상금: 19,980천원   7,770천원   5,180천원   2,220천원   1,850천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    1  플라이에너지     한     암     3    53.0   신형철 김명국   오호극           "
"13","  2    7  기쁨연출         한     수     3    54.0   조경호 유재길   진교원           "
"14","  3    2  포토힐           한     암     3    53.0   박을운 구자흥   이영규           "
"15","  4    8  에스에스이천     한     암     3    51.0   박상우 박대흥   이종욱           "
"16","  5    4  쌩쌩             한     수     4    56.0   유상완 천창기   김종욱           "
"17","  6   10  럭스비전         한     암     3    54.0   문세영 박윤규   김양호           "
"18","  7   11  토탈터프         한     수     3    54.0   정기용 이인호   신성철           "
"19","  8    3  센친구           한     수     3    54.0   박태종 박희철   경규환           "
"20","  9    6  첩경             한     수     3    54.0   함완식 정호익   박재율           "
"21"," 10    9  연승연호         한     수     3    54.0   오경환 김문갑   김연호           "
"22"," 11    5  헤로인           한     암     4    54.0   김영진 박천서   김봉섭           "
"23"," 12   12  초모랑마         한     암     5    53.0   김혜선 지용훈   조용학           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    1  플라이에너지     447(-10) 1:15.4            5-  -  - 4- 3- 1"
"28","  2    7  기쁨연출         470(-10) 1:16.1  4         7-  -  - 7- 7- 4"
"29","  3    2  포토힐           461(+12) 1:16.3  1         1-  -  - 1- 1- 2"
"30","  4    8  에스에스이천     481( +0) 1:16.4  1         4-  -  - 5- 6- 5"
"31","  5    4  쌩쌩             445( +6) 1:16.6  1         8-  -  - 8- 8- 9"
"32","  6   10  럭스비전         461(-11) 1:16.6  코        6-  -  - 6- 5- 7"
"33","  7   11  토탈터프         429(-10) 1:16.7  ½       11-  -  - 9- 9- 8"
"34","  8    3  센친구           474( +0) 1:16.8  1         2-  -  - 2- 2- 3"
"35","  9    6  첩경             434( -3) 1:17.1  1¾       3-  -  - 3- 4- 6"
"36"," 10    9  연승연호         483( +2) 1:17.7  3        10-  -  -12-12-11"
"37"," 11    5  헤로인           444(+23) 1:18.0  2         9-  -  -10-10-10"
"38"," 12   12  초모랑마         468(+10) 1:18.2  1¼      12-  -  -11-11-12"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    1   38.4    0:13.9                  0:25.1  0:43.1  13.5       3.7    1.5"
"43","  2    7   38.5    0:14.0                  0:25.6  0:43.8  13.6      12.0    3.2"
"44","  3    2   39.7    0:13.5                  0:24.7  0:42.8  14.1      41.5    8.5"
"45","  4    8   39.2    0:13.8                  0:25.1  0:43.5  13.9       2.5    1.3"
"46","  5    4   38.7    0:14.2                  0:25.8  0:44.1  13.6     111.8   14.7"
"47","  6   10   39.4    0:13.9                  0:25.1  0:43.4  14.1      32.5    6.6"
"48","  7   11   38.8    0:14.4                  0:25.8  0:44.1  13.8       8.6    2.2"
"49","  8    3   40.2    0:13.5                  0:24.7  0:42.8  14.5      10.7    3.4"
"50","  9    6   40.0    0:13.5                  0:25.0  0:43.4  14.6       8.0    2.6"
