"","x"
"1",""
"2",""
"3","제목 : 11년05월21일(토)  제 1경주"
"4",""
"5","(서울) 제37일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:흐림 주로:양호  (9%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    5  대성천하         한     암     3    53.0   김동균 안해양   김석헌           "
"13","  2    3  마이더스빅터     한     암     3    53.0   박병윤 안병기   박형인           "
"14","  3    9  크립토벨         한     수     3    54.0   신형철 김윤섭   박선주           "
"15","  4   11  우주강국         한     수     3    54.0   문세영 김일성   김재성a          "
"16","  5    4  분수령           한     암     3    53.0   부민호 정호익   김정철           "
"17","  6    6  윈블루           한     수     3    54.0   조인권 김호     지원철           "
"18","  7   12  굿파트너         한     암     3    53.0   유상완 천창기   장석영           "
"19","  8    1  동보환희         한     암     3    51.0   장추열 신삼영   문석현           "
"20","  9    7  삼뿌리           한     암     3    52.0   박시천 고옥봉   전좌식           "
"21"," 10    2  아라가야         한     거     3    54.0   문정균 배휴준   조금제           "
"22"," 11   10  한혈천검         한     암     3    53.0   지하주 서인석   서정훈           "
"23","       8  불패여제         한     암     3    53.0   오경환 김학수   김병묵           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    5  대성천하         465( -8) 1:15.8            1-  -  - 1- 1- 1"
"28","  2    3  마이더스빅터     454( +1) 1:16.4  4         2-  -  - 5- 3- 2"
"29","  3    9  크립토벨         464( -1) 1:17.5  6         8-  -  - 8- 4- 4"
"30","  4   11  우주강국         442( +4) 1:17.8  1½       5-  -  - 4- 6- 5"
"31","  5    4  분수령           422( -5) 1:18.1  2         9-  -  - 9- 8- 6"
"32","  6    6  윈블루           466( +1) 1:18.2  목        3-  -  - 2- 2- 3"
"33","  7   12  굿파트너         440( -3) 1:18.4  1         6-  -  - 6- 9-11"
"34","  8    1  동보환희         444( +5) 1:18.5  ½       10-  -  -10-10- 9"
"35","  9    7  삼뿌리           422( +2) 1:18.5  ½       11-  -  -11-11-10"
"36"," 10    2  아라가야         466( +6) 1:18.8  1½       7-  -  - 7- 7- 7"
"37"," 11   10  한혈천검         482( +1) 1:19.8  6         4-  -  - 3- 5- 8"
"38","       8  불패여제         450( -3) 0:00.0  출발제외   -  -  -  -  -  "
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    5   38.2    0:13.6                  0:25.0  0:44.0  13.2       9.7    2.8"
"43","  2    3   38.4    0:13.9                  0:25.4  0:44.4  13.1       4.9    1.4"
"44","  3    9   39.3    0:14.2                  0:25.7  0:44.4  13.6       5.3    1.5"
"45","  4   11   39.5    0:14.0                  0:25.3  0:44.7  13.9       2.1    1.2"
"46","  5    4   39.5    0:14.5                  0:26.0  0:45.1  13.7      13.1    3.6"
"47","  6    6   40.4    0:13.9                  0:25.2  0:44.2  14.3      23.2    6.9"
"48","  7   12   39.8    0:14.0                  0:25.4  0:45.1  13.4      44.9    6.0"
"49","  8    1   39.4    0:15.0                  0:26.9  0:45.5  13.5      10.7    2.8"
"50","  9    7   39.4    0:15.2                  0:26.9  0:45.5  13.5      66.4   17.0"
