"","x"
"1",""
"2",""
"3","제목 : 11년03월12일(토)  제 1경주"
"4",""
"5","(서울) 제17일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:양호  (6%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    8  행운특급         한     수     3    51.0   장추열 배대선   박상헌           "
"13","  2    9  와와둥둥         한     수     3    54.0   문세영 하재흥   강용식           "
"14","  3    6  에스에스이천     한     암     3    53.0   정기용 박대흥   이종욱           "
"15","  4    3  팔기군           한     수     3    54.0   정평수 지용훈   남기태           "
"16","  5   11  무브먼트         한     수     3    54.0   조인권 김호     박성구           "
"17","  6    2  강한여신         한     암     3    53.0   최원준 서홍수   이필승           "
"18","  7   10  분수령           한     암     3    53.0   부민호 정호익   김정철           "
"19","  8    5  팔공             한     수     3    54.0   윤영민 황영원   이승택           "
"20","  9    4  원손             한     암     3    53.0   최정섭 박천서   이동일           "
"21"," 10    1  대행수           한     거     3    54.0   허재영 배휴준   김길중           "
"22"," 11    7  센스마일         한     수     3    54.0   방춘식 박희철   김채형           "
"23","────────────────────────────────────────"
"24","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"25","────────────────────────────────────────"
"26","  1    8  행운특급         499(+43) 1:18.1            2-  -  - 1- 1- 1"
"27","  2    9  와와둥둥         450( +0) 1:18.4  2         3-  -  - 3- 3- 3"
"28","  3    6  에스에스이천     478(-19) 1:18.6  ¾        1-  -  - 2- 2- 2"
"29","  4    3  팔기군           532(+15) 1:18.8  1         6-  -  - 6- 6- 5"
"30","  5   11  무브먼트         464( -4) 1:19.2  2½       4-  -  - 4- 4- 6"
"31","  6    2  강한여신         459( -4) 1:19.4  1         5-  -  - 5- 5- 4"
"32","  7   10  분수령           426( +2) 1:20.2  4         8-  -  - 8- 7- 7"
"33","  8    5  팔공             478( +6) 1:20.2  머리     10-  -  -10- 9- 8"
"34","  9    4  원손             447( -4) 1:21.7  9        11-  -  -11-11-11"
"35"," 10    1  대행수           466(-19) 1:22.5  4         7-  -  - 9-10- 9"
"36"," 11    7  센스마일         421(-11) 1:23.2  4         9-  -  - 7- 8-10"
"37","────────────────────────────────────────"
"38","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"39","────────────────────────────────────────"
"40","  1    8   40.5    0:13.5                  0:24.8  0:44.0  14.3       4.8    1.6"
"41","  2    9   40.6    0:14.1                  0:25.4  0:44.3  14.3       1.6    1.1"
"42","  3    6   40.7    0:13.5                  0:25.0  0:44.3  14.5       5.1    1.5"
"43","  4    3   40.2    0:14.5                  0:26.2  0:45.3  14.0     133.0    9.7"
"44","  5   11   41.3    0:14.1                  0:25.4  0:44.6  14.4      13.1    2.6"
"45","  6    2   41.0    0:14.3                  0:26.1  0:45.1  14.6      20.5    3.0"
"46","  7   10   41.2    0:14.8                  0:26.5  0:45.5  14.5      47.9    8.0"
"47","  8    5   40.7    0:14.9                  0:27.4  0:45.9  14.2     163.2   17.1"
"48","  9    4   41.3    0:15.8                  0:27.6  0:47.0  14.6      19.7    2.5"
"49"," 10    1   43.0    0:14.6                  0:26.8  0:46.0  15.5     198.0   14.4"
"50"," 11    7   44.2    0:14.9                  0:26.5  0:45.6  16.2     135.7   13.9"
"51","────────────────────────────────────────"
