"","x"
"1",""
"2",""
"3","제목 : 11년03월19일(토)  제 1경주"
"4",""
"5","(서울) 제19일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:건조  (3%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    7  비카드리머       한     암     3    50.0   김혜선 김점오   김종식           "
"13","  2    8  해탈             한     수     3    54.0   부민호 서범석   고창협           "
"14","  3   11  피콜로어게인     한(포) 수     3    55.0   함완식 김효섭   김선식           "
"15","  4    2  서라벌영웅       한     거     3    54.0   최정섭 박천서   이상승           "
"16","  5    6  플라이에너지     한     암     3    53.0   김귀배 김명국   오호극           "
"17","  6    5  대성지존         한     거     3    54.0   오경환 안해양   김석헌           "
"18","  7   12  맹호출림         한     거     3    52.0   박상우 김일성   임상윤           "
"19","  8    3  메이비           한     수     3    54.0   윤태혁 우창구   변갑한           "
"20","  9    9  익셉셔널         한     암     3    53.0   문정균 임봉춘   김현래           "
"21"," 10    4  댄싱하이츠       한     암     3    53.0   김철호 김학수   지대섭           "
"22"," 11   10  초원의아침       한     수     3    54.0   조경호 정호익   조동식           "
"23"," 12    1  하늘문           한     수     3    54.0   김동철 지용철   정수남           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    7  비카드리머       467( +3) 1:17.2            1-  -  - 1- 1- 1"
"28","  2    8  해탈             493( -1) 1:17.9  4         5-  -  - 5- 6- 5"
"29","  3   11  피콜로어게인     494( +3) 1:18.0  ½        8-  -  - 7- 5- 4"
"30","  4    2  서라벌영웅       449(-11) 1:18.0  목        3-  -  - 6- 7- 6"
"31","  5    6  플라이에너지     464( -4) 1:18.1  ½        4-  -  - 2- 2- 2"
"32","  6    5  대성지존         433( +0) 1:18.1  목        2-  -  - 4- 4- 7"
"33","  7   12  맹호출림         455( -3) 1:18.6  3         9-  -  - 3- 3- 3"
"34","  8    3  메이비           474( +9) 1:18.7  ½       10-  -  -11-10- 9"
"35","  9    9  익셉셔널         458( +0) 1:18.9  1         7-  -  - 9- 9- 8"
"36"," 10    4  댄싱하이츠       492( +3) 1:19.1  1½      12-  -  -12-12-12"
"37"," 11   10  초원의아침       494( +2) 1:19.1  코       11-  -  -10-11-11"
"38"," 12    1  하늘문           494( +8) 1:20.5  8         6-  -  - 8- 8-10"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    7   38.8    0:13.9                  0:25.7  0:44.8  13.6       3.8    1.3"
"43","  2    8   39.0    0:14.1                  0:26.2  0:45.3  13.4       3.2    1.7"
"44","  3   11   39.1    0:14.5                  0:26.4  0:45.3  13.5       6.4    1.7"
"45","  4    2   38.9    0:14.1                  0:26.3  0:45.7  13.4      51.9    6.8"
"46","  5    6   39.7    0:14.1                  0:25.9  0:44.8  14.2      28.9    4.5"
"47","  6    5   39.3    0:14.0                  0:26.1  0:45.3  13.4       9.4    2.4"
"48","  7   12   40.1    0:14.7                  0:26.0  0:44.9  14.2       3.3    1.5"
"49","  8    3   38.8    0:14.8                  0:27.0  0:46.6  13.0     104.1   14.1"
