"","x"
"1",""
"2",""
"3","제목 : 11년05월29일(일)  제 1경주"
"4",""
"5","(서울) 제40일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:건조  (4%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    8  해암명장         한     수     3    54.0   조경호 신우철   이효선           "
"13","  2   10  일광대세         한     수     3    54.0   유상완 김춘근   이선종           "
"14","  3    5  서라벌영웅       한     거     3    54.0   전덕용 박천서   이상승           "
"15","  4    4  윈드위닝         한     수     3    54.0   박태종 서범석   오상철           "
"16","  5   11  특급이벤트       한     수     3    54.0   오경환 손영표   김종한           "
"17","  6    9  사하라           한     암     3    53.0   이동국 김명국   오호극           "
"18","  7    6  다미홀           한     수     3    54.0   최원준 김학수   이덕자           "
"19","  8   12  매직라이트       한     수     3    54.0   최범현 우창구   변갑한           "
"20","  9    2  레드머니         한     수     3    54.0   황순도 김일성   일진코스메틱     "
"21"," 10    7  운기             한     암     3    53.0   문정균 신삼영   김항균           "
"22"," 11    3  백두산정기       한     수     3    54.0   정기용 이인호   신성철           "
"23"," 12    1  솔로몬           한     암     3    53.0   문세영 하재흥   이유환           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    8  해암명장         503(+16) 1:16.9            2-  -  - 3- 3- 1"
"28","  2   10  일광대세         495( +8) 1:17.0  1         3-  -  - 2- 2- 2"
"29","  3    5  서라벌영웅       454( +2) 1:17.1  ½        4-  -  - 5- 5- 4"
"30","  4    4  윈드위닝         462( -2) 1:17.5  2         9-  -  - 9- 9- 5"
"31","  5   11  특급이벤트       456(-11) 1:17.6  1         6-  -  - 4- 4- 3"
"32","  6    9  사하라           424(-10) 1:17.9  1¾       5-  -  - 6- 6- 6"
"33","  7    6  다미홀           449( -8) 1:18.2  1½      12-  -  -12-12-11"
"34","  8   12  매직라이트       477( +0) 1:18.2  ½       10-  -  -10-10-10"
"35","  9    2  레드머니         434( -2) 1:18.3  ½        8-  -  - 8- 8- 7"
"36"," 10    7  운기             469( +3) 1:19.5  7         7-  -  - 7- 7- 9"
"37"," 11    3  백두산정기       501( +8) 1:20.2  4        11-  -  -11-11-12"
"38"," 12    1  솔로몬           503(-13) 1:20.7  2½       1-  -  - 1- 1- 8"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    8   38.9    0:13.7                  0:25.3  0:44.6  13.7      20.4    4.9"
"43","  2   10   39.2    0:13.7                  0:25.1  0:44.3  13.8       3.5    1.5"
"44","  3    5   38.8    0:13.9                  0:25.7  0:44.8  13.3       6.5    1.8"
"45","  4    4   38.3    0:14.6                  0:26.8  0:45.8  13.1      13.7    3.1"
"46","  5   11   39.6    0:13.9                  0:25.3  0:44.6  13.9      11.9    3.7"
"47","  6    9   39.4    0:13.9                  0:25.9  0:45.1  13.4      21.0    4.8"
"48","  7    6   37.7    0:15.1                  0:27.9  0:46.9  12.6      29.9    8.4"
"49","  8   12   38.6    0:14.6                  0:26.9  0:46.1  12.8      11.4    2.9"
"50","  9    2   39.3    0:14.3                  0:26.5  0:45.5  13.7       6.4    2.0"
