"","x"
"1",""
"2",""
"3","제목 : 11년04월10일(일)  제 1경주"
"4",""
"5","(서울) 제26일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:흐림 주로:양호  (7%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    6  맥궁             한     수     4    56.0   김동철 지용철   곽태훈           "
"13","  2    2  슈퍼스타         한     수     3    54.0   조인권 박대흥   남승현           "
"14","  3   12  파이널퀸         한     암     4    50.0   이강서 안병기   이건행           "
"15","  4   11  아리수           한     암     4    54.0   함완식 천창기   천병득           "
"16","  5    4  해동태후         한     암     4    51.0   김혜선 김효섭   김동호           "
"17","  6   10  과천대륙         한     거     4    56.0   최원준 지용철   정수남           "
"18","  7    9  마이에너지       한     수     3    54.0   부민호 최혜식   박종률           "
"19","  8    3  불패강호         한     수     4    56.0   김철호 정지은   김지훈           "
"20","  9    7  국풍             한     암     4    50.0   김정준 김학수   박재범           "
"21"," 10    8  바라는만큼       한     거     4    56.0   김영진 고옥봉   정이남           "
"22"," 11    5  센터치프         한     수     4    56.0   양희진 이인호   민홍기           "
"23"," 12    1  뉴금성           한(포) 거     4    56.0   황순도 김일성   조창규           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    6  맥궁             473( -2) 1:25.8            1-  -  - 1- 1- 1"
"28","  2    2  슈퍼스타         488( -3) 1:26.3  2½       6-  -  - 5- 5- 3"
"29","  3   12  파이널퀸         421( -5) 1:26.9  4         5-  -  - 4- 4- 4"
"30","  4   11  아리수           416( +5) 1:27.0  ½        3-  -  - 2- 2- 2"
"31","  5    4  해동태후         435( +7) 1:27.2  1½       2-  -  - 3- 3- 5"
"32","  6   10  과천대륙         440( -6) 1:27.3  목       10-  -  -12-11- 8"
"33","  7    9  마이에너지       476(+13) 1:27.4  ¾        9-  -  - 9- 8- 7"
"34","  8    3  불패강호         458( -1) 1:27.6  1½       8-  -  - 8- 9- 9"
"35","  9    7  국풍             441( +3) 1:28.0  1¾       7-  -  - 7- 6- 6"
"36"," 10    8  바라는만큼       478( +5) 1:28.9  6        12-  -  -10-10-10"
"37"," 11    5  센터치프         453( -2) 1:29.5  3        11-  -  -11-12-11"
"38"," 12    1  뉴금성           409( +4) 1:30.5  6         4-  -  - 6- 7-12"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    6   41.4    0:13.8                  0:31.7  0:51.0  14.9       7.7    1.7"
"43","  2    2   41.1    0:14.3                  0:32.3  0:51.9  14.6       1.2    1.0"
"44","  3   12   42.0    0:14.2                  0:32.2  0:51.6  15.1      28.9    3.0"
"45","  4   11   42.3    0:13.9                  0:32.0  0:51.3  15.3      39.7    4.7"
"46","  5    4   42.4    0:13.9                  0:32.1  0:51.6  15.2      28.3    4.7"
"47","  6   10   41.0    0:15.0                  0:33.7  0:53.0  14.4      24.3    4.8"
"48","  7    9   41.7    0:14.8                  0:32.8  0:52.5  14.6      43.7    8.3"
"49","  8    3   41.8    0:14.5                  0:32.8  0:52.7  14.5      20.4    2.9"
"50","  9    7   42.6    0:14.3                  0:32.4  0:52.1  15.3     322.8   30.8"
