"","x"
"1",""
"2",""
"3","제목 : 11년06월18일(토)  제 1경주"
"4",""
"5","(서울) 제45일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:건조  (3%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    5  피겨여왕         한     암     3    53.0   김옥성 천창기   김종욱           "
"13","  2    2  마이티포에버     한     암     3    53.0   함완식 손영표   최병권           "
"14","  3    8  아라가야         한     거     3    54.0   문정균 배휴준   조금제           "
"15","  4   10  분수령           한     암     3    53.0   조경호 정호익   김정철           "
"16","  5   11  에이피발레       한     암     3    53.0   마코토 김학수   이덕자           "
"17","  6    9  서라벌영웅       한     거     3    54.0   전덕용 박천서   이상승           "
"18","  7    4  피콜로어게인     한(포) 수     3    55.0   최범현 김효섭   김선식           "
"19","  8    6  동보환희         한     암     3    53.0   이동국 신삼영   문석현           "
"20","  9    1  블루센세이션     한     거     3    54.0   이상혁 안병기   최건호           "
"21"," 10    3  가을요정         한     암     3    49.0   김정준 박원덕   고광숙           "
"22"," 11    7  당대복           한     암     3    53.0   최원준 박윤규   권영원           "
"23","────────────────────────────────────────"
"24","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"25","────────────────────────────────────────"
"26","  1    5  피겨여왕         483( +0) 1:16.6            1-  -  - 1- 1- 1"
"27","  2    2  마이티포에버     464( +6) 1:16.9  2         6-  -  - 6- 5- 5"
"28","  3    8  아라가야         458( -8) 1:17.0  머리      5-  -  - 3- 4- 3"
"29","  4   10  분수령           424( +0) 1:17.2  1½      10-  -  -10-10- 6"
"30","  5   11  에이피발레       462(+10) 1:17.5  1¼       3-  -  - 4- 3- 4"
"31","  6    9  서라벌영웅       448( -6) 1:17.5  ½        2-  -  - 2- 2- 2"
"32","  7    4  피콜로어게인     488( -5) 1:18.0  2½       9-  -  - 9- 9- 7"
"33","  8    6  동보환희         452( +8) 1:18.2  1½       7-  -  - 7- 7- 9"
"34","  9    1  블루센세이션     465( +3) 1:18.6  1¾       4-  -  - 5- 6- 8"
"35"," 10    3  가을요정         453( +1) 1:19.5  6         8-  -  - 8- 8-10"
"36"," 11    7  당대복           458(+11) 1:20.2  4        11-  -  -11-11-11"
"37","────────────────────────────────────────"
"38","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"39","────────────────────────────────────────"
"40","  1    5   39.0    0:13.9                  0:25.4  0:43.8  13.6       6.4    1.6"
"41","  2    2   38.5    0:14.4                  0:26.2  0:44.9  13.1       1.7    1.1"
"42","  3    8   38.9    0:14.2                  0:25.8  0:44.6  13.4      60.8    8.2"
"43","  4   10   37.9    0:14.5                  0:26.6  0:45.6  13.0      20.3    3.9"
"44","  5   11   39.5    0:14.1                  0:25.8  0:44.4  13.9      12.8    3.0"
"45","  6    9   39.9    0:13.9                  0:25.4  0:43.8  14.1       4.7    1.4"
"46","  7    4   38.8    0:14.5                  0:26.6  0:45.6  13.4       9.5    1.8"
"47","  8    6   39.5    0:14.4                  0:26.3  0:45.3  13.5      54.3    9.5"
"48","  9    1   39.9    0:14.2                  0:26.2  0:45.3  13.9      44.5   17.2"
"49"," 10    3   40.3    0:14.5                  0:26.6  0:45.6  14.2     127.3   23.8"
