"","x"
"1",""
"2",""
"3","제목 : 11년02월20일(일)  제 1경주"
"4",""
"5","(서울) 제12일 1400M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:맑음 주로:건조  (3%)"
"7","순위상금: 17,712천원   6,888천원   4,592천원   1,968천원   1,640천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1   12  킹파이팅         한     수     3    54.0   조인권 김호     윤건구           "
"13","  2    3  베스티           한     거     4    56.0   문세영 하재흥   우순근           "
"14","  3    7  화살             한     거     3    54.0   하마다 정지은   이해서           "
"15","  4    8  핫탭스타         한(포) 암     4    51.0   김정준 김학수   안영환           "
"16","  5    6  기린으뜸         한     암     4    54.0   문정균 김순근   김동호           "
"17","  6    2  과천대륙         한     거     4    56.0   최원준 지용철   정수남           "
"18","  7    9  초원대장         한     거     4    56.0   윤영민 최상식   조동식           "
"19","  8   10  서밋킹           한     수     4    56.0   이상혁 천창기   (주)늘푸른목장   "
"20","  9   13  햇빛사랑         한     수     3    50.0   박종현 우창구   장수영           "
"21"," 10    4  스톰플레이       한     암     4    51.0   김혜선 서홍수   퓨리나코리아     "
"22"," 11   11  천하강적         한     수     3    54.0   함완식 박흥진   송용식           "
"23"," 12    5  행운샘           한     암     4    54.0   방춘식 박원덕   노병석           "
"24"," 13    1  뉴금성           한(포) 거     4    56.0   황순도 김일성   조창규           "
"25"," 14   14  화산불패         한     수     4    56.0   박을운 박종곤   고광숙           "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1   12  킹파이팅         450( -2) 1:31.7            3-  -  - 4- 4- 2"
"30","  2    3  베스티           554( +2) 1:31.8  ¾        4-  -  - 3- 3- 1"
"31","  3    7  화살             503( -7) 1:32.9  6         5-  -  - 5- 5- 4"
"32","  4    8  핫탭스타         396( -1) 1:33.0  ½       11-  -  -11-10- 8"
"33","  5    6  기린으뜸         430( +2) 1:33.1  ¾        7-  -  - 8- 6- 6"
"34","  6    2  과천대륙         447( -4) 1:33.3  1        14-  -  -14-13-10"
"35","  7    9  초원대장         443( +2) 1:33.3  머리      1-  -  - 2- 2- 3"
"36","  8   10  서밋킹           412( +2) 1:33.4  ¾        8-  -  - 9- 7- 7"
"37","  9   13  햇빛사랑         428( -2) 1:33.7  1¾      12-  -  -10-11-11"
"38"," 10    4  스톰플레이       470( -7) 1:33.8  ½        2-  -  - 1- 1- 5"
"39"," 11   11  천하강적         444( -5) 1:34.0  1¼       6-  -  - 7- 8- 9"
"40"," 12    5  행운샘           502( +4) 1:34.6  3        13-  -  -13-14-12"
"41"," 13    1  뉴금성           414( +5) 1:35.8  7        10-  -  -12-12-13"
"42"," 14   14  화산불패         444( -8) 1:36.5  4         9-  -  - 6- 9-14"
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1   12   40.1    0:14.2                  0:38.6  0:58.3  13.8       1.7    1.0"
"47","  2    3   40.2    0:14.3                  0:38.5  0:58.2  13.9       3.5    1.4"
"48","  3    7   40.8    0:14.3                  0:38.8  0:58.7  14.3      18.4    3.4"
"49","  4    8   40.3    0:14.6                  0:39.3  0:59.5  13.8      48.5   14.0"
