"","x"
"1",""
"2",""
"3","제목 : 11년01월29일(토)  제 1경주"
"4",""
"5","(서울) 제 7일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:맑음 주로:건조  (3%)"
"7","순위상금: 14,575천원   6,050천원   3,575천원   1,925천원   1,375천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    3  오페라걸         한     암     3    53.0   이신영 안해양   최명숙           "
"13","  2    1  서밋러너         한     수     3    54.0   조인권 배대선   이광수a          "
"14","  3   13  초원대장         한     거     4    56.0   이동국 최상식   조동식           "
"15","  4   10  프리랜드         한     암     4    54.0   박병윤 하재흥   우순근           "
"16","  5    4  매직버드         한     암     4    50.0   김정준 김학수   안영환           "
"17","  6   11  스톰플레이       한     암     4    51.0   김혜선 서홍수   퓨리나코리아     "
"18","  7   14  서밋킹           한     수     4    56.0   최정섭 천창기   (주)늘푸른목장   "
"19","  8    6  대세상승         한     암     4    54.0   지하주 김순근   김순주           "
"20","  9    8  선샤인캣         한     거     4    56.0   방춘식 김명국   이태식           "
"21"," 10    2  메이비           한     수     3    54.0   박태종 우창구   변갑한           "
"22"," 11    9  최고파티         한     수     3    54.0   정기용 김호     최종환           "
"23"," 12    5  하늘문           한     수     3    54.0   김동철 지용철   정수남           "
"24"," 13    7  미스제이드       한(포) 암     4    54.0   부민호 서정하   김선교           "
"25"," 14   12  스윙맘보         한     암     4    54.0   이기회 박흥진   (주)늘푸른목장   "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1    3  오페라걸         486( -8) 1:24.7            1-  -  - 1- 2- 1"
"30","  2    1  서밋러너         450( +3) 1:24.9  1¼       7-  -  - 7- 5- 2"
"31","  3   13  초원대장         441( +1) 1:25.9  6         5-  -  - 2- 1- 3"
"32","  4   10  프리랜드         435( +2) 1:26.3  2½       3-  -  - 9- 9- 7"
"33","  5    4  매직버드         437( -2) 1:26.3  목        6-  -  - 4- 4- 4"
"34","  6   11  스톰플레이       477( +6) 1:26.4  머리      4-  -  - 3- 3- 5"
"35","  7   14  서밋킹           410( -5) 1:26.4  ½       10-  -  - 6- 7- 6"
"36","  8    6  대세상승         432( -1) 1:26.6  1        12-  -  -12-12-10"
"37","  9    8  선샤인캣         486(-12) 1:27.0  2½      11-  -  -11-11-12"
"38"," 10    2  메이비           465(-13) 1:27.1  ½        8-  -  - 8- 8- 9"
"39"," 11    9  최고파티         452( -1) 1:27.4  1¾       2-  -  - 5- 6- 8"
"40"," 12    5  하늘문           486(-15) 1:27.8  2         9-  -  -10-10-11"
"41"," 13    7  미스제이드       474(+14) 1:27.8  목       13-  -  -13-13-13"
"42"," 14   12  스윙맘보         430(-11) 1:28.5  4        14-  -  -14-14-14"
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1    3   40.4    0:13.5                  0:31.1  0:51.3  13.8       3.0    1.3"
"47","  2    1   40.1    0:13.9                  0:31.9  0:51.6  13.5       3.8    1.4"
"48","  3   13   41.4    0:13.7                  0:31.3  0:51.2  14.5      33.8    5.7"
"49","  4   10   40.8    0:13.7                  0:32.0  0:52.4  14.2      22.7    5.8"
