"","x"
"1",""
"2",""
"3","제목 : 11년04월30일(토)  제 1경주"
"4",""
"5","(서울) 제31일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:흐림 주로:불량  (20%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    2  과천번개         한     거     3    54.0   문정균 배휴준   서상주           "
"13","  2    9  레드머니         한     수     3    51.0   김혜선 김일성   일진코스메틱     "
"14","  3   12  버스터빌리       한     거     3    52.0   박상우 김일성   조창규           "
"15","  4    3  마이에너지       한     수     3    52.0   박시천 최혜식   박종률           "
"16","  5   11  제트존슨         한     수     3    54.0   하마다 김효섭   이관형           "
"17","  6    8  가람             한     암     3    53.0   윤영민 황영원   정기찬           "
"18","  7    7  정상회의         한     거     3    54.0   박병윤 하재흥   이유환           "
"19","  8    6  메니피매직       한     암     3    53.0   정평수 지용훈   남기태           "
"20","  9   10  라온프리덤       한     거     3    54.0   오경환 박천서   라온건설         "
"21"," 10    1  퍼펙트카         한     수     3    52.0   장추열 배대선   이승근           "
"22"," 11    5  금빛기사         한     암     3    53.0   김석봉 최영주   이승택           "
"23"," 12    4  해피프린세스     한     암     3    53.0   전덕용 박종곤   이웅열           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    2  과천번개         467( -9) 1:18.1            6-  -  - 5- 5- 3"
"28","  2    9  레드머니         436( +7) 1:18.2  ½        3-  -  - 4- 4- 4"
"29","  3   12  버스터빌리       448( +4) 1:18.3  ½        9-  -  -10- 8- 5"
"30","  4    3  마이에너지       468( -8) 1:18.3  코       10-  -  -11-10- 7"
"31","  5   11  제트존슨         485( +9) 1:18.3  목        5-  -  - 3- 2- 1"
"32","  6    8  가람             436( -2) 1:18.6  1¾       7-  -  - 7- 7- 6"
"33","  7    7  정상회의         469( -3) 1:18.8  1         2-  -  - 1- 1- 2"
"34","  8    6  메니피매직       446( +1) 1:19.2  2½      12-  -  -12-12-11"
"35","  9   10  라온프리덤       481( -7) 1:19.5  1½       4-  -  - 6- 6- 8"
"36"," 10    1  퍼펙트카         448( -1) 1:19.5  ½       11-  -  - 9-11-10"
"37"," 11    5  금빛기사         432(-18) 1:20.2  4         8-  -  - 8- 9- 9"
"38"," 12    4  해피프린세스     432(+17) 1:22.8  15        1-  -  - 2- 3-12"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    2   40.9    0:14.0                  0:25.2  0:43.8  14.3     141.5   14.8"
"43","  2    9   40.9    0:13.8                  0:25.0  0:43.7  14.4      16.7    2.1"
"44","  3   12   40.2    0:14.2                  0:25.8  0:44.2  14.5      19.0    2.8"
"45","  4    3   40.0    0:14.3                  0:25.9  0:44.8  14.0      51.1    7.1"
"46","  5   11   41.5    0:13.9                  0:24.8  0:43.2  15.0      74.7    8.2"
"47","  6    8   40.6    0:14.1                  0:25.5  0:44.2  14.3       5.3    1.4"
"48","  7    7   42.3    0:13.8                  0:24.5  0:43.0  15.3       9.5    2.8"
"49","  8    6   40.7    0:14.3                  0:25.9  0:45.1  14.1      22.1    3.6"
