"","x"
"1",""
"2",""
"3","제목 : 11년03월27일(일)  제 1경주"
"4",""
"5","(서울) 제22일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:흐림 주로:건조  (5%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1   11  천지광채         한     수     3    54.0   박을운 구자흥   송숙자           "
"13","  2    3  실비아그린       한     암     3    53.0   부민호 정호익   백국인           "
"14","  3    1  월드컵신화       한(포) 거     3    54.0   오경환 박대흥   (주)자성실업     "
"15","  4    4  꿈꾸는세상       한     암     3    53.0   조인권 김호     이용대           "
"16","  5    6  튼튼제일         한     암     4    51.0   이기웅 손영표   유무성           "
"17","  6   12  공명대로         한     암     3    53.0   조경호 박원덕   명인환           "
"18","  7    9  카리브           한     수     3    54.0   김동균 최상식   김경민           "
"19","  8   10  배트지존         한     거     4    56.0   전덕용 박종곤   김정근           "
"20","  9    5  스카이디바       한     암     4    54.0   신형철 김효섭   박재율           "
"21"," 10    2  보아이디얼       한     수     4    52.0   김정준 김순근   안태건           "
"22"," 11    7  우리야           한     거     3    54.0   박태종 배대선   변영남           "
"23"," 12    8  삼복             한     암     4    51.0   김혜선 임봉춘   민홍기           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1   11  천지광채         458(+11) 1:18.2            1-  -  - 1- 1- 1"
"28","  2    3  실비아그린       440( -3) 1:18.5  1¾       2-  -  - 3- 4- 2"
"29","  3    1  월드컵신화       464( -8) 1:18.7  1¼       6-  -  - 7- 7- 3"
"30","  4    4  꿈꾸는세상       456(+13) 1:19.3  3         3-  -  - 5- 5- 5"
"31","  5    6  튼튼제일         450( +9) 1:19.5  1         8-  -  - 9- 9- 6"
"32","  6   12  공명대로         464( +5) 1:19.6  ½       12-  -  -11-10- 9"
"33","  7    9  카리브           467( -8) 1:19.9  2        11-  -  - 6- 6- 7"
"34","  8   10  배트지존         445( +0) 1:20.1  ¾        5-  -  - 4- 3- 4"
"35","  9    5  스카이디바       452( -3) 1:20.2  1         9-  -  -12-12-12"
"36"," 10    2  보아이디얼       431( +4) 1:20.3  ½        7-  -  - 8- 8- 8"
"37"," 11    7  우리야           472( -2) 1:21.5  7        10-  -  -10-11-10"
"38"," 12    8  삼복             402( -4) 1:21.9  2½       4-  -  - 2- 2-11"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1   11   39.7    0:14.0                  0:25.7  0:45.1  14.0       3.8    1.4"
"43","  2    3   39.7    0:14.1                  0:26.0  0:45.5  13.6      25.4    5.9"
"44","  3    1   39.6    0:14.4                  0:26.4  0:45.8  13.5       2.4    1.2"
"45","  4    4   40.4    0:14.2                  0:26.1  0:45.6  13.9       3.8    1.6"
"46","  5    6   40.2    0:14.6                  0:26.6  0:45.9  13.9      84.1   14.2"
"47","  6   12   40.3    0:14.7                  0:26.6  0:46.1  13.7       7.0    1.8"
"48","  7    9   40.8    0:14.7                  0:26.3  0:45.7  14.1     247.6   30.1"
"49","  8   10   41.3    0:14.2                  0:26.0  0:45.3  14.7      83.6    7.2"
