"","x"
"1",""
"2",""
"3","제목 : 11년01월23일(일)  제 1경주"
"4",""
"5","(서울) 제 6일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:흐림 주로:건조  (3%)"
"7","순위상금: 14,575천원   6,050천원   3,575천원   1,925천원   1,375천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    7  선봉여제         한     암     4    54.0   김철호 곽영효   조진환           "
"13","  2   13  파이널퀸         한     암     4    50.0   이강서 안병기   이건행           "
"14","  3   12  아리수           한     암     4    54.0   최정섭 천창기   천병득           "
"15","  4    4  불패강호         한     수     4    53.0   박상우 정지은   김지훈           "
"16","  5    3  카이트           한     암     4    51.0   김혜선 서홍수   김지영           "
"17","  6   14  실버스톰         한     거     4    56.0   김귀배 배휴준   오상철           "
"18","  7    1  배트지존         한     거     4    56.0   박을운 박종곤   송숙자           "
"19","  8    2  해피데이킹       한     거     5    57.0   원정일 박희철   조원희           "
"20","  9    9  과천대륙         한     거     4    56.0   최원준 지용철   정수남           "
"21"," 10   10  매직넘버         한     거     4    52.0   박종현 안해양   윤영기           "
"22"," 11    8  핫탭스타         한(포) 암     4    51.0   김정준 김학수   안영환           "
"23"," 12    6  마이패밀리       한     수     4    56.0   박태종 박흥진   김도윤           "
"24"," 13   11  행운샘           한     암     4    54.0   황순도 박원덕   노병석           "
"25"," 14    5  별빛소나타       한     수     4    56.0   부민호 최혜식   백운창           "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1    7  선봉여제         472( -3) 1:25.5            7-  -  - 5- 5- 2"
"30","  2   13  파이널퀸         431(-14) 1:26.1  3         9-  -  - 7- 6- 5"
"31","  3   12  아리수           424(+10) 1:26.6  3         4-  -  - 3- 3- 6"
"32","  4    4  불패강호         470(+11) 1:26.7  ½       11-  -  -12-11-11"
"33","  5    3  카이트           458( +9) 1:26.7  목        6-  -  - 6- 7- 9"
"34","  6   14  실버스톰         457( -4) 1:26.7  머리      1-  -  - 1- 1- 1"
"35","  7    1  배트지존         455(+11) 1:26.8  ½        2-  -  - 4- 4- 4"
"36","  8    2  해피데이킹       439( +0) 1:27.0  ¾        5-  -  - 8- 8- 7"
"37","  9    9  과천대륙         451( -7) 1:27.0  코       12-  -  -11-10-10"
"38"," 10   10  매직넘버         450( +2) 1:27.0  ½       10-  -  -10-12-13"
"39"," 11    8  핫탭스타         397( -3) 1:27.1  ½        3-  -  - 2- 2- 3"
"40"," 12    6  마이패밀리       466( -6) 1:27.2  1        14-  -  -13-13-12"
"41"," 13   11  행운샘           498( -4) 1:27.3  ½        8-  -  - 9- 9- 8"
"42"," 14    5  별빛소나타       446(-16) 1:28.3  6        13-  -  -14-14-14"
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1    7   40.9    0:14.1                  0:31.9  0:51.1  14.3       5.6    1.7"
"47","  2   13   41.4    0:14.3                  0:32.0  0:51.4  14.5      72.0   17.5"
"48","  3   12   42.4    0:13.8                  0:31.4  0:50.8  15.0      71.6    9.6"
"49","  4    4   40.5    0:14.7                  0:33.2  0:52.7  14.1      28.7    5.4"
"50","  5    3   41.7    0:14.0                  0:32.0  0:51.7  14.5       6.1    1.6"
