"","x"
"1",""
"2",""
"3","제목 : 11년01월16일(일)  제 1경주"
"4",""
"5","(서울) 제 4일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:맑음 주로:건조  (3%)"
"7","순위상금: 14,575천원   6,050천원   3,575천원   1,925천원   1,375천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    3  돈워리           한     수     4    53.0   김혜선 서홍수   권도윤           "
"13","  2   13  올웨이즈윈       한     암     4    54.0   양희진 이인호   김명식           "
"14","  3   11  골드라벨         한     암     4    54.0   박병윤 서인석   이용대           "
"15","  4    2  히든챔피언       한     거     4    56.0   최정섭 천창기   김명식           "
"16","  5   10  해동태후         한     암     4    54.0   정평수 김효섭   김동호           "
"17","  6   12  초원대장         한     거     4    56.0   방춘식 최상식   조동식           "
"18","  7   14  상천보검         한     거     4    56.0   최원준 지용철   김선식           "
"19","  8    6  맥궁             한     수     4    56.0   김동철 지용철   곽태훈           "
"20","  9    1  당대여걸         한     암     4    54.0   한성열 김윤섭   박종률           "
"21"," 10    7  보아이디얼       한     수     4    56.0   최범현 김순근   안태건           "
"22"," 11    4  에버그린         한     거     4    56.0   문정균 최상식   정춘복           "
"23"," 12    8  포트퓨필         한     암     4    50.0   박종현 우창구   김동호           "
"24"," 13    9  뉴마이티         한     수     3    54.0   조인권 김호     이상홍           "
"25","       5  비사성           한     암     4    54.0   이기회 최혜식   서정훈           "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1    3  돈워리           439( +0) 1:25.1            5-  -  - 5- 4- 1"
"30","  2   13  올웨이즈윈       440( -3) 1:25.1  ½        9-  -  - 8- 8- 4"
"31","  3   11  골드라벨         491(+12) 1:26.3  7         2-  -  - 2- 2- 2"
"32","  4    2  히든챔피언       480(+12) 1:26.5  ¾        4-  -  - 4- 5- 3"
"33","  5   10  해동태후         433( +2) 1:26.9  2½      11-  -  -10-11- 7"
"34","  6   12  초원대장         440(-10) 1:27.0  목        3-  -  - 3- 3- 5"
"35","  7   14  상천보검         492( -8) 1:27.0  코       13-  -  -11- 9- 6"
"36","  8    6  맥궁             474( -4) 1:27.5  2½       6-  -  - 9-10- 9"
"37","  9    1  당대여걸         476( -6) 1:27.5  코       10-  -  -12-12-12"
"38"," 10    7  보아이디얼       432( +2) 1:27.6  ¾        7-  -  - 6- 7-10"
"39"," 11    4  에버그린         504( +5) 1:28.9  7         1-  -  - 1- 1- 8"
"40"," 12    8  포트퓨필         422( +6) 1:29.1  1¾      12-  -  -13-13-13"
"41"," 13    9  뉴마이티         456(+20) 1:29.3  ¾        8-  -  - 7- 6-11"
"42","       5  비사성           439( +1) 1:32.6  실격     14-  -  -14-14-14"
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1    3   41.2    0:14.0                  0:31.4  0:50.5  14.4       1.6    1.1"
"47","  2   13   40.3    0:14.3                  0:31.9  0:51.5  14.0       4.4    1.3"
"48","  3   11   42.9    0:13.5                  0:30.9  0:50.4  15.5      14.1    2.6"
"49","  4    2   42.4    0:14.0                  0:31.4  0:50.8  15.5      17.6    5.0"
"50","  5   10   41.9    0:14.7                  0:32.3  0:51.7  14.8     126.5   15.3"
