"","x"
"1",""
"2",""
"3","제목 : 11년01월22일(토)  제 1경주"
"4",""
"5","(서울) 제 5일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:건조  (3%)"
"7","순위상금: 14,575천원   6,050천원   3,575천원   1,925천원   1,375천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    9  스페셜윈         한     수     3    54.0   조경호 박원덕   이미경           "
"13","  2    8  뉴원             한     암     3    53.0   심승태 고옥봉   전좌식           "
"14","  3    7  희망평창         한     암     3    53.0   김철호 정지은   권광세           "
"15","  4    3  크립토벨         한     수     3    54.0   함완식 김윤섭   박상선           "
"16","  5    4  승리공작         한     암     3    53.0   이준철 김대근   한일사료         "
"17","  6    1  사하라           한     암     3    53.0   박태종 김명국   오호극           "
"18","  7   10  파워러너         한     거     3    54.0   원정일 우창구   천병득           "
"19","  8    2  자금성           한     암     3    53.0   문정균 정호익   권도윤           "
"20","  9    6  우승견인         한     암     3    53.0   이동국 안해양   윤영기           "
"21"," 10    5  천하강적         한     수     3    54.0   이기회 박흥진   송용식           "
"22"," 11   11  흑과백           한     암     3    53.0   하마다 최혜식   권영술           "
"23","────────────────────────────────────────"
"24","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"25","────────────────────────────────────────"
"26","  1    9  스페셜윈         481(+17) 1:17.9            4-  -  - 3- 4- 1"
"27","  2    8  뉴원             532( +6) 1:18.1  ½        5-  -  - 6- 6- 3"
"28","  3    7  희망평창         469( +5) 1:18.6  3         2-  -  - 2- 1- 2"
"29","  4    3  크립토벨         461( +1) 1:19.3  4         7-  -  - 7- 7- 8"
"30","  5    4  승리공작         447( +1) 1:19.4  ½        8-  -  - 8- 8- 7"
"31","  6    1  사하라           453( +2) 1:19.5  ¾        3-  -  - 5- 5- 5"
"32","  7   10  파워러너         437(+10) 1:19.8  1½       6-  -  - 4- 2- 4"
"33","  8    2  자금성           460( +2) 1:19.9  ½       10-  -  -10-11-11"
"34","  9    6  우승견인         515( -4) 1:19.9  코       11-  -  -11-10- 9"
"35"," 10    5  천하강적         449(+10) 1:20.9  6         1-  -  - 1- 3- 6"
"36"," 11   11  흑과백           452( -9) 1:21.4  3         9-  -  - 9- 9-10"
"37","────────────────────────────────────────"
"38","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"39","────────────────────────────────────────"
"40","  1    9   39.5    0:14.4                  0:25.9  0:44.8  13.6      16.7    2.4"
"41","  2    8   39.5    0:14.4                  0:26.4  0:45.1  13.7       1.3    1.0"
"42","  3    7   40.6    0:14.3                  0:25.9  0:44.4  14.2     149.9    8.9"
"43","  4    3   40.4    0:14.6                  0:26.6  0:45.4  14.2      82.5    5.0"
"44","  5    4   40.3    0:14.6                  0:26.7  0:45.7  14.3      11.1    1.6"
"45","  6    1   40.9    0:14.4                  0:26.2  0:45.1  14.5       3.9    1.2"
"46","  7   10   41.8    0:14.4                  0:25.9  0:44.4  15.1     368.7   16.3"
"47","  8    2   39.6    0:14.9                  0:27.3  0:47.0  13.1      35.8    3.6"
"48","  9    6   40.0    0:14.9                  0:27.3  0:46.5  14.0     234.2   11.1"
"49"," 10    5   42.9    0:14.2                  0:25.9  0:44.8  15.8     186.3   15.6"
"50"," 11   11   41.5    0:14.8                  0:27.1  0:46.5  14.8     349.5   18.3"
