"","x"
"1",""
"2",""
"3","제목 : 11년05월07일(토)  제 1경주"
"4",""
"5","(서울) 제33일 1200M 국5    마령        경주명 : 일반                        "
"6","경주조건:     800점이하  3세이상                    날씨:맑음 주로:양호  (9%)"
"7","순위상금: 19,980천원   7,770천원   5,180천원   2,220천원   1,850천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    9  라온스피드       한     수     3    54.0   조경호 신우철   라온건설         "
"13","  2    6  무브먼트         한     수     3    54.0   조인권 김호     박성구           "
"14","  3    8  러브랭귀사       한     암     4    54.0   문정균 정호익   정춘복           "
"15","  4    2  와와둥둥         한     수     3    54.0   문세영 하재흥   강용식           "
"16","  5    1  올가닉비타민     한     암     3    53.0   김동철 지용철   임수복           "
"17","  6    7  바로사브리즈     한     거     4    56.0   오경환 천창기   천병득           "
"18","  7    5  신출몰이         한     암     6    54.0   이기회 최혜식   최건호           "
"19","  8   10  오복이           한     거     3    52.0   박시천 고옥봉   전좌식           "
"20","  9    3  마이패밀리       한     수     4    52.0   유미라 박흥진   김도윤           "
"21"," 10    4  젬마             한     암     4    54.0   한창민 강명준   이국진           "
"22","────────────────────────────────────────"
"23","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"24","────────────────────────────────────────"
"25","  1    9  라온스피드       489(+15) 1:16.3            2-  -  - 2- 2- 1"
"26","  2    6  무브먼트         469( +4) 1:17.7  8         4-  -  - 4- 4- 3"
"27","  3    8  러브랭귀사       449( +3) 1:17.9  1         1-  -  - 1- 1- 2"
"28","  4    2  와와둥둥         454(-12) 1:18.0  1         6-  -  - 5- 5- 4"
"29","  5    1  올가닉비타민     500( -3) 1:18.5  3         5-  -  - 6- 7- 6"
"30","  6    7  바로사브리즈     503( +2) 1:19.1  3         9-  -  - 7- 6- 7"
"31","  7    5  신출몰이         448( +5) 1:19.6  3         8-  -  - 9-10- 8"
"32","  8   10  오복이           461( -4) 1:19.7  ½        7-  -  - 8- 8- 9"
"33","  9    3  마이패밀리       467( +2) 1:19.7  목       10-  -  -10- 9-10"
"34"," 10    4  젬마             476(-15) 1:19.8  ½        3-  -  - 3- 3- 5"
"35","────────────────────────────────────────"
"36","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"37","────────────────────────────────────────"
"38","  1    9   37.9    0:13.6                  0:25.6  0:44.7  13.6       2.6    1.4"
"39","  2    6   39.1    0:13.9                  0:25.8  0:45.0  13.6      13.4    2.4"
"40","  3    8   39.6    0:13.5                  0:25.4  0:44.6  14.3       2.7    1.2"
"41","  4    2   38.9    0:14.0                  0:26.0  0:45.4  13.5       4.9    1.3"
"42","  5    1   39.2    0:14.0                  0:26.2  0:45.7  13.5       6.5    1.6"
"43","  6    7   39.9    0:14.5                  0:26.2  0:45.5  14.1     117.6   12.1"
"44","  7    5   40.0    0:14.5                  0:26.5  0:46.1  14.2      93.9   18.5"
"45","  8   10   40.1    0:14.3                  0:26.4  0:46.0  14.2     118.3   15.0"
"46","  9    3   39.8    0:15.6                  0:27.2  0:46.0  14.2     174.5   25.8"
"47"," 10    4   41.2    0:13.8                  0:25.8  0:45.0  15.0      29.5    4.7"
"48","────────────────────────────────────────"
"49","(복승식 배당률)"
"50","           1- 2    11.4  2- 9     6.6  4- 7   414.1  6- 9    15.8  9-10   194.7"
