"","x"
"1",""
"2",""
"3","제목 : 11년02월12일(토)  제 1경주"
"4",""
"5","(서울) 제 9일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:건조  (3%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1   12  광복빛           한(포) 암     3    54.0   정기용 박대흥   남승현           "
"13","  2   10  천지바람         한     수     3    54.0   신형철 김명국   박양호           "
"14","  3   11  브라보투게더     한     거     3    54.0   양희진 김문갑   김성두           "
"15","  4    2  공명대로         한     암     3    53.0   최범현 박원덕   명인환           "
"16","  5   14  대한호걸         한     수     3    54.0   조경호 박윤규   장석린외1인(신치구)"
"17","  6    9  가속돌파         한     암     3    53.0   하마다 서인석   오호극           "
"18","  7    4  팔기군           한     수     3    54.0   정평수 지용훈   남기태           "
"19","  8    3  팔공             한     수     3    54.0   윤영민 황영원   이승택           "
"20","  9   13  존칼리스         한     거     3    54.0   김석봉 김점오   고창범           "
"21"," 10    6  유로강세         한(포) 암     3    49.0   이강서 안병기   박용훈           "
"22"," 11    8  정상회의         한     수     3    54.0   문세영 하재흥   이유환           "
"23"," 12    5  베스트에이스     한     수     3    54.0   조인권 최상식   장재형           "
"24"," 13    1  마이어           한     암     3    53.0   부민호 배휴준   오상철           "
"25"," 14    7  베스트아이콘     한     거     3    50.0   유미라 박윤규   이국진           "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1   12  광복빛           430( +2) 1:17.8            4-  -  - 4- 4- 1"
"30","  2   10  천지바람         468( -5) 1:18.0  1        10-  -  - 7- 8- 4"
"31","  3   11  브라보투게더     488( -4) 1:18.1  ¾        7-  -  - 5- 5- 2"
"32","  4    2  공명대로         459( -6) 1:18.2  ½        5-  -  - 9- 6- 5"
"33","  5   14  대한호걸         499( -7) 1:18.3  ½        3-  -  - 3- 3- 3"
"34","  6    9  가속돌파         425( +2) 1:19.3  6         9-  -  -11-11-10"
"35","  7    4  팔기군           517(-15) 1:19.6  1½      14-  -  -13-13-11"
"36","  8    3  팔공             472(-12) 1:19.6  ½       13-  -  -14-14- 9"
"37","  9   13  존칼리스         467( -3) 1:20.1  3        11-  -  - 8- 9-13"
"38"," 10    6  유로강세         480(-15) 1:20.2  코        1-  -  - 1- 1- 6"
"39"," 11    8  정상회의         455( -1) 1:20.2  ½        6-  -  - 6- 7- 8"
"40"," 12    5  베스트에이스     460( -6) 1:20.6  2         8-  -  -10-10-12"
"41"," 13    1  마이어           401( +6) 1:20.7  ½       12-  -  -12-12-14"
"42"," 14    7  베스트아이콘     440( -6) 1:21.4  4         2-  -  - 2- 2- 7"
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1   12   39.5    0:14.2                  0:25.9  0:45.0  13.9       1.5    1.1"
"47","  2   10   39.3    0:14.5                  0:26.3  0:45.4  13.5       7.1    1.5"
"48","  3   11   39.9    0:14.4                  0:25.9  0:45.0  13.7     331.4   32.6"
"49","  4    2   39.2    0:14.3                  0:26.4  0:45.3  13.7      28.0    3.9"
"50","  5   14   40.1    0:13.9                  0:25.6  0:45.0  13.8       4.3    1.3"
