"","x"
"1",""
"2",""
"3","제목 : 11년03월26일(토)  제 1경주"
"4",""
"5","(서울) 제21일 1300M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:맑음 주로:양호  (7%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1   10  위너헌터         한     암     3    53.0   정기용 박대흥   류순곤           "
"13","  2    2  금빛             한     암     4    54.0   조경호 안해양   윤영기           "
"14","  3    7  기억날그날       한     암     3    53.0   원정일 우창구   홍금희           "
"15","  4   11  파이널퀸         한     암     4    50.0   이강서 안병기   이건행           "
"16","  5    6  홀리퀸           한     암     4    54.0   김귀배 황영원   우빈레저         "
"17","  6    1  골드라벨         한     암     4    54.0   김영진 서인석   이용대           "
"18","  7    8  자금성           한     암     3    53.0   문정균 정호익   권도윤           "
"19","  8    9  오르간하프       한(포) 암     4    54.0   김동균 곽영효   허영희           "
"20","  9    4  당대여걸         한     암     4    54.0   유상완 김윤섭   박종률           "
"21"," 10    5  왕가             한     암     4    54.0   지하주 임봉춘   김순건           "
"22"," 11   12  윙스톰           한     암     4    54.0   정평수 지용훈   하광호           "
"23"," 12    3  블루밴드세라     한     암     3    53.0   부민호 서정하   최병욱           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1   10  위너헌터         470( +4) 1:25.2            8-  -  - 7- 8- 5"
"28","  2    2  금빛             519(+16) 1:25.2  머리      1-  -  - 1- 1- 1"
"29","  3    7  기억날그날       475( +7) 1:25.4  1         7-  -  - 8- 7- 4"
"30","  4   11  파이널퀸         426( +3) 1:26.1  4        10-  -  - 9- 9- 8"
"31","  5    6  홀리퀸           463( +9) 1:26.2  ¾        3-  -  - 2- 2- 2"
"32","  6    1  골드라벨         480(-11) 1:26.3  목        4-  -  - 3- 3- 3"
"33","  7    8  자금성           445( -3) 1:26.4  ½       12-  -  -12-12-10"
"34","  8    9  오르간하프       449( +6) 1:26.5  1         6-  -  - 5- 6- 6"
"35","  9    4  당대여걸         480( +0) 1:27.0  2½       9-  -  -10-10- 9"
"36"," 10    5  왕가             435( -5) 1:27.2  1¼       5-  -  - 6- 4- 7"
"37"," 11   12  윙스톰           411( -4) 1:28.3  6        11-  -  -11-11-12"
"38"," 12    3  블루밴드세라     484(+10) 1:28.4  ½        2-  -  - 4- 5-11"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1   10   39.5    0:14.2                  0:32.3  0:52.3  13.6       6.5    1.8"
"43","  2    2   40.7    0:13.5                  0:31.4  0:51.2  14.6       2.1    1.2"
"44","  3    7   39.7    0:14.2                  0:32.5  0:52.3  13.9       2.3    1.1"
"45","  4   11   40.1    0:14.5                  0:32.8  0:52.7  13.7      82.9    9.9"
"46","  5    6   41.6    0:13.7                  0:31.5  0:51.3  15.3      52.4    7.2"
"47","  6    1   41.3    0:13.8                  0:31.7  0:51.6  14.8      12.7    2.2"
"48","  7    8   40.0    0:14.7                  0:33.4  0:53.2  13.6      65.7    6.4"
"49","  8    9   41.0    0:14.0                  0:32.0  0:52.2  14.4      30.7    3.5"
