"","x"
"1",""
"2",""
"3","제목 : 11년04월24일(일)  제 1경주"
"4",""
"5","(서울) 제30일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:포화  (16%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    3  볼트러너         한(포) 수     3    54.0   함완식 김효섭   김영식           "
"13","  2   10  승리             한(포) 암     3    53.0   정기용 김문갑   권혁인           "
"14","  3    5  희망의다리       한     수     3    54.0   김동철 지용철   강성보           "
"15","  4   11  초원의아침       한     거     3    51.0   김혜선 정호익   조동식           "
"16","  5    4  런칭어게인       한     암     3    49.0   이강서 안병기   박선주           "
"17","  6    9  선유마왕         한     암     3    53.0   김귀배 임봉춘   민홍기           "
"18","  7    6  윈블루           한     수     3    54.0   조인권 김호     지원철           "
"19","  8    7  이화원           한     암     3    53.0   부민호 정호익   황철연           "
"20","  9    1  불패여제         한     암     3    53.0   심승태 김학수   김병묵           "
"21"," 10   12  씨밀레           한     수     3    54.0   문정균 최상식   정춘복           "
"22"," 11    2  주말의행운       한     암     3    53.0   최범현 김명국   구본순           "
"23"," 12    8  대시보이         한     수     3    54.0   유상완 박윤규   박기태           "
"24","────────────────────────────────────────"
"25","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"26","────────────────────────────────────────"
"27","  1    3  볼트러너         488( +4) 1:19.5            1-  -  - 1- 1- 1"
"28","  2   10  승리             430( +8) 1:20.3  5         5-  -  - 6- 4- 2"
"29","  3    5  희망의다리       462( +6) 1:20.4  ½        8-  -  - 8- 6- 4"
"30","  4   11  초원의아침       489( -5) 1:20.6  1         6-  -  - 4- 5- 5"
"31","  5    4  런칭어게인       429( +4) 1:20.7  ¾        7-  -  - 7- 9- 8"
"32","  6    9  선유마왕         469(-10) 1:20.7  코        9-  -  - 9- 8- 7"
"33","  7    6  윈블루           465( -5) 1:21.2  2½       2-  -  - 2- 2- 3"
"34","  8    7  이화원           419( -4) 1:21.5  2        11-  -  -10-10- 9"
"35","  9    1  불패여제         453( -2) 1:21.5  코       10-  -  -11-12-11"
"36"," 10   12  씨밀레           485( -3) 1:21.8  1¼       3-  -  - 3- 3- 6"
"37"," 11    2  주말의행운       475( +2) 1:22.4  4         4-  -  - 5- 7-10"
"38"," 12    8  대시보이         469( -9) 1:22.9  3        12-  -  -12-11-12"
"39","────────────────────────────────────────"
"40","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"41","────────────────────────────────────────"
"42","  1    3   41.5    0:13.7                  0:25.0  0:44.6  14.5       1.4    1.0"
"43","  2   10   41.9    0:14.0                  0:25.7  0:45.0  15.0       5.9    1.6"
"44","  3    5   42.0    0:14.3                  0:25.9  0:45.1  15.1      27.7    3.0"
"45","  4   11   42.3    0:14.2                  0:25.6  0:45.0  15.2      38.9    3.9"
"46","  5    4   42.0    0:14.3                  0:25.9  0:45.4  14.7      95.4    9.9"
"47","  6    9   42.0    0:14.5                  0:26.2  0:45.3  14.8     277.9   22.3"
"48","  7    6   43.2    0:13.8                  0:25.1  0:44.6  15.9      85.4   12.2"
"49","  8    7   42.2    0:14.8                  0:26.6  0:45.9  15.0      14.7    2.4"
"50","  9    1   41.2    0:14.8                  0:26.9  0:47.0  14.5      21.4    3.3"
