"","x"
"1",""
"2",""
"3","제목 : 11년04월09일(토)  제 1경주"
"4",""
"5","(서울) 제25일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:양호  (9%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    2  무브먼트         한     수     3    54.0   조인권 김호     박성구           "
"13","  2    7  팔기군           한     수     3    54.0   정평수 지용훈   남기태           "
"14","  3    6  맹호출림         한     거     3    52.0   박상우 김일성   임상윤           "
"15","  4    1  에버마스터       한     거     3    54.0   문정균 배휴준   권택종           "
"16","  5    3  분수령           한     암     3    53.0   부민호 정호익   김정철           "
"17","  6    5  호걸풍           한     수     3    54.0   문세영 안병기   최건호           "
"18","  7    8  독주             한     암     3    53.0   김영진 서인석   구경회           "
"19","  8    4  임페리얼칸       한     암     3    53.0   김귀배 황영원   이필승           "
"20","────────────────────────────────────────"
"21","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"22","────────────────────────────────────────"
"23","  1    2  무브먼트         465( +1) 1:18.3            1-  -  - 2- 2- 1"
"24","  2    7  팔기군           533( +1) 1:18.5  1         6-  -  - 5- 5- 2"
"25","  3    6  맹호출림         448( -7) 1:20.3  10        8-  -  - 8- 7- 4"
"26","  4    1  에버마스터       453( -2) 1:20.3  ½        4-  -  - 4- 4- 3"
"27","  5    3  분수령           425( -4) 1:20.5  1         7-  -  - 7- 8- 8"
"28","  6    5  호걸풍           515( +4) 1:20.8  1¾       5-  -  - 6- 6- 6"
"29","  7    8  독주             409(-11) 1:21.0  1         3-  -  - 1- 1- 5"
"30","  8    4  임페리얼칸       441( +2) 1:21.3  1½       2-  -  - 3- 3- 7"
"31","────────────────────────────────────────"
"32","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"33","────────────────────────────────────────"
"34","  1    2   39.8    0:14.1                  0:25.8  0:45.2  13.8       2.0    1.2"
"35","  2    7   39.7    0:14.4                  0:26.1  0:45.5  13.4       4.1    1.3"
"36","  3    6   40.8    0:15.2                  0:27.0  0:45.9  14.6       6.3    1.6"
"37","  4    1   41.5    0:14.4                  0:26.1  0:45.5  14.6      11.4    2.3"
"38","  5    3   41.0    0:14.8                  0:26.6  0:46.3  14.5      22.6    4.3"
"39","  6    5   41.5    0:14.4                  0:26.3  0:45.9  14.8       6.1    1.8"
"40","  7    8   42.7    0:14.2                  0:25.5  0:45.0  15.1      25.4    4.9"
"41","  8    4   42.6    0:14.2                  0:26.0  0:45.4  15.3      67.0   12.1"
"42","────────────────────────────────────────"
"43","(복승식 배당률)"
"44","           1- 2     9.7  2- 9     0.0  4- 7   176.3  6- 9     0.0  9-10     0.0"
"45","           1- 3    49.3  2-10     0.0  4- 8   228.0  6-10     0.0  9-11     0.0"
"46","           1- 4   256.8  2-11     0.0  4- 9     0.0  6-11     0.0  9-12     0.0"
"47","           1- 5    27.1  2-12     0.0  4-10     0.0  6-12     0.0  9-13     0.0"
"48","           1- 6    25.7  2-13     0.0  4-11     0.0  6-13     0.0  9-14     0.0"
"49","           1- 7    19.6  2-14     0.0  4-12     0.0  6-14     0.0 10-11     0.0"
"50","           1- 8    51.9  3- 4   276.5  4-13     0.0  7- 8    41.3 10-12     0.0"
