"","x"
"1",""
"2",""
"3","제목 : 11년06월05일(일)  제 1경주"
"4",""
"5","(서울) 제42일 1200M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세                        날씨:맑음 주로:양호  (8%)"
"7","순위상금: 15,552천원   6,048천원   4,032천원   1,728천원   1,440천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1   11  헌팅타임         한(포) 거     3    54.0   문세영 김점오   장석영           "
"13","  2   10  카퍼레이드       한     수     3    54.0   최범현 정지은   (주)녹원목장     "
"14","  3    1  퍼펙트카         한     수     3    52.0   장추열 배대선   이승근           "
"15","  4    2  분수령           한     암     3    51.0   김혜선 정호익   김정철           "
"16","  5    9  말리웨이         한     거     3    54.0   전덕용 양재철   권태우           "
"17","  6    3  한혈천검         한     암     3    53.0   지하주 서인석   서정훈           "
"18","  7    4  우승견인         한     암     3    53.0   김동균 안해양   윤영기           "
"19","  8    5  과천의꿈         한     암     3    53.0   윤영민 황영원   최종환           "
"20","  9    6  베스트에이스     한     수     3    54.0   황순도 최상식   강준구           "
"21"," 10    8  실비아드리머     한     거     3    54.0   조인권 김호     김종식           "
"22"," 11    7  바다마마         한(포) 암     3    53.0   정기용 배휴준   박정재           "
"23","────────────────────────────────────────"
"24","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"25","────────────────────────────────────────"
"26","  1   11  헌팅타임         461( -1) 1:16.1            2-  -  - 2- 2- 1"
"27","  2   10  카퍼레이드       523( +2) 1:17.0  5         7-  -  - 7- 7- 5"
"28","  3    1  퍼펙트카         453( +5) 1:17.3  2         8-  -  - 8- 6- 4"
"29","  4    2  분수령           424( +2) 1:17.5  ¾        5-  -  - 4- 3- 3"
"30","  5    9  말리웨이         410( -9) 1:17.7  1         9-  -  - 9- 9- 8"
"31","  6    3  한혈천검         489( +7) 1:17.8  ¾        1-  -  - 1- 1- 2"
"32","  7    4  우승견인         501(-12) 1:18.5  4        10-  -  -11-11-10"
"33","  8    5  과천의꿈         451( +3) 1:18.6  ½        3-  -  - 5- 4- 6"
"34","  9    6  베스트에이스     461( -7) 1:18.6  목        4-  -  - 3- 5- 7"
"35"," 10    8  실비아드리머     462( -2) 1:18.6  목        6-  -  - 6- 8- 9"
"36"," 11    7  바다마마         489( -6) 1:19.6  6        11-  -  -10-10-11"
"37","────────────────────────────────────────"
"38","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"39","────────────────────────────────────────"
"40","  1   11   38.2    0:13.9                  0:25.5  0:44.3  13.1       1.4    1.1"
"41","  2   10   38.2    0:14.2                  0:26.0  0:45.3  13.0       7.8    1.8"
"42","  3    1   38.5    0:14.5                  0:26.3  0:45.2  13.3      10.8    2.4"
"43","  4    2   39.3    0:14.2                  0:25.8  0:44.7  13.6      10.4    2.0"
"44","  5    9   38.4    0:14.8                  0:26.8  0:45.8  13.1      16.1    2.5"
"45","  6    3   40.0    0:13.8                  0:25.3  0:44.3  14.2      57.6    9.1"
"46","  7    4   38.7    0:14.9                  0:27.1  0:46.3  13.4      28.8    4.6"
"47","  8    5   40.2    0:14.1                  0:25.8  0:44.9  14.1      57.3    8.3"
"48","  9    6   40.2    0:14.1                  0:25.7  0:44.9  14.1      67.3   13.1"
"49"," 10    8   39.9    0:14.2                  0:25.8  0:45.3  13.7      16.9    2.8"
