"","x"
"1",""
"2",""
"3","제목 : 11년01월15일(토)  제 1경주"
"4",""
"5","(서울) 제 3일 1400M 국6    마령        경주명 : 일반                        "
"6","경주조건:     350점이하  3세이상                    날씨:맑음 주로:건조  (3%)"
"7","순위상금: 15,900천원   6,600천원   3,900천원   2,100천원   1,500천원"
"8","부가상금:      0천원       0천원       0천원"
"9","────────────────────────────────────────"
"10","순위 마번    마    명     산지  성별 연령 부담중량 기수명 조교사명  마 주 명"
"11","────────────────────────────────────────"
"12","  1    4  스톰트룹         한     거     4    56.0   김동철 지용철   정수남           "
"13","  2   12  킹파이팅         한     수     3    54.0   조인권 김호     윤건구           "
"14","  3    3  승승만승         한     수     3    54.0   박을운 박희철   신영식           "
"15","  4    6  러브옵션         한     암     4    50.0   김정준 김학수   한영석           "
"16","  5    7  반야봉           한     암     4    54.0   지하주 김순근   제주축산개발     "
"17","  6   11  베스티           한     거     4    56.0   조경호 하재흥   우순근           "
"18","  7   10  더블마하         한(포) 암     4    54.0   김영진 박원덕   이일구           "
"19","  8    9  우노미사일       한(포) 거     4    56.0   이상혁 정지은   김지훈           "
"20","  9    5  일등별           한     수     3    51.0   박상우 김명국   박양호           "
"21"," 10   13  윙스톰           한     암     4    51.0   김혜선 지용훈   하광호           "
"22"," 11    1  플라이백         한     암     4    54.0   하마다 서인석   오호극           "
"23"," 12   14  화산불패         한     수     4    56.0   한성열 박종곤   고광숙           "
"24"," 13    8  우승예찬         한     수     4    56.0   이금주 서홍수   가명풍           "
"25"," 14    2  삼복             한     암     4    50.0   유미라 임봉춘   민홍기           "
"26","────────────────────────────────────────"
"27","순위 마번    마      명    마 체 중 기  록  위  차 S1F-1C-2C-3C-4C-G1F"
"28","────────────────────────────────────────"
"29","  1    4  스톰트룹         513( -6) 1:32.0            2-  -  - 2- 2- 2"
"30","  2   12  킹파이팅         452( +9) 1:32.3  1¾       5-  -  - 3- 3- 3"
"31","  3    3  승승만승         466( -7) 1:32.4  ½        1-  -  - 1- 1- 1"
"32","  4    6  러브옵션         410( +0) 1:33.2  5         7-  -  - 9- 9- 5"
"33","  5    7  반야봉           485( +5) 1:33.4  1         4-  -  - 7- 5- 4"
"34","  6   11  베스티           552( +5) 1:34.1  4        14-  -  -14-14-12"
"35","  7   10  더블마하         411( +5) 1:34.1  머리     10-  -  -12-11-13"
"36","  8    9  우노미사일       440( -1) 1:34.2  목       13-  -  -11-13- 9"
"37","  9    5  일등별           493(-15) 1:34.2  코       12-  -  -13-12- 8"
"38"," 10   13  윙스톰           429( -2) 1:34.2  머리      8-  -  - 8- 8-10"
"39"," 11    1  플라이백         417( +4) 1:35.1  5        11-  -  -10-10-11"
"40"," 12   14  화산불패         456( +4) 1:35.5  2         9-  -  - 5- 6-14"
"41"," 13    8  우승예찬         406( +1) 1:36.0  3         6-  -  - 6- 7- 7"
"42"," 14    2  삼복             402( +2) 1:36.3  2         3-  -  - 4- 4- 6"
"43","────────────────────────────────────────"
"44","순위 마번    G-3Ｆ   S-1F  １코너  ２코너  ３코너  ４코너    G-1F  단승식 연승식"
"45","────────────────────────────────────────"
"46","  1    4   40.1    0:14.0                  0:38.5  0:58.8  13.7      18.6    3.1"
"47","  2   12   40.2    0:14.2                  0:38.7  0:58.9  13.7      78.9    8.6"
"48","  3    3   41.1    0:13.9                  0:38.1  0:58.0  14.5       6.0    1.9"
"49","  4    6   40.3    0:14.4                  0:39.4  1:00.0  13.7       7.5    1.7"
"50","  5    7   41.0    0:14.2                  0:39.1  0:59.2  14.3      20.3    2.6"
