"","x"
"1",""
"2",""
"3","제목 : 11.04.16 제 27 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출주:12두    국6   ( 350점이하        3세       )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   센대로          한    수   3  54.0    박태종    박희철  유명열              "
"12","   2   서라벌영웅      한    거   3  52.0  △박시천    박천서  이상승              "
"13","   3   본지그          한    암   3  53.0    김동균    홍대유  지대섭              "
"14","   4   우리야          한    거   3  54.0    하마다    배대선  변영남              "
"15","   5   바다리미트      한(포)거   3  54.0    정기용    배휴준  박정재              "
"16","   6   우주강국        한    수   3  51.0  ▲김혜선    김일성  김재성a             "
"17","   7   어네스트존      한    수   3  54.0    조인권    김호    김휘남              "
"18","   8   메이비          한    수   3  54.0    최범현    우창구  변갑한              "
"19","   9   자금성          한    암   3  53.0    문세영    정호익  권도윤              "
"20","  10   해탈            한    수   3  54.0    부민호    서범석  고창협              "
"21","  11   에이피발레      한    암   3  53.0    한성열    김학수  이덕자              "
"22","  12   헌팅타임        한(포)거   3  54.0    유상완    김점오  장석영              "
"23","--------------------------------------------------------------------------"
"24","                                                  -- 총전적--  -1년전적-"
"25"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"26","--------------------------------------------------------------------------"
"27","   1   센대로                    0      0      0    0  0   1    0  0   1"
"28","   2   서라벌영웅                0      0      0    0  0   3    0  0   3"
"29","   3   본지그                    0      0      0    0  0   2    0  0   2"
"30","   4   우리야                    0      0      0    0  0   9    0  0   9"
"31","   5   바다리미트                0      0      0    0  0   2    0  0   2"
"32","   6   우주강국                  0      0      0    0  0   0    0  0   0"
"33","   7   어네스트존                0      0      0    0  0   5    0  0   5"
"34","   8   메이비                    0      0      0    0  0   4    0  0   4"
"35","   9   자금성                    0      0      0    0  0   6    0  0   6"
"36","  10   해탈                    180    180    180    0  1   4    0  1   4"
"37","  11   에이피발레              110    110    110    0  0   3    0  0   3"
"38","  12   헌팅타임                  0      0      0    0  0   6    0  0   6"
"39","--------------------------------------------------------------------------"
"40","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"41",""
"42",""
"43","제목 : 11.04.16 제 27 일  토 요일   2경주;   "
"44",""
"45"," 1000 M   출주:12두    국6   ( 350점이하        3세       )     출발:11:35"
"46"," 마령          일반      "
"47","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"48","--------------------------------------------------------------------------"
"49"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"50","--------------------------------------------------------------------------"
"51","   1   포티파이        한(포)암   3  53.0    원정일    배휴준  이성재              "
"52","   2   쾌감행진        한    수   3  54.0    최범현    김명국  구본순              "
"53","   3   천섬            한    암   3  53.0    오경환    임봉춘  권인택              "
"54","   4   오렌지향기      한    암   3  53.0    함완식    천창기  허남양              "
"55","   5   흑과백          한    암   3  49.0  ●유미라    서정하  권영술              "
"56","   6   커튼콜          한(포)수   3  55.0    이기회    신삼영  정춘복              "
"57","   7   톱걸            한    암   3  53.0    부민호    최혜식  박용훈              "
"58","   8   라이너송        한    암   3  49.0  ●이강서    양재철  조창규              "
"59","   9   환상연주        한    거   3  54.0    유상완    김춘근  강동구              "
"60","  10   동보환희        한    암   3  51.0  △장추열    신삼영  문석현              "
"61","  11   대하무성        한    수   3  54.0    김귀배    이희영  오왕근              "
