"","x"
"1",""
"2",""
"3","제목 : 11.01.22 제  5 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출주:11두    국6   ( 350점이하        3세       )     출발:11:20"
"6"," 마령          일반      "
"7","  14,575,000원    6,050,000원    3,575,000원    1,925,000원    1,375,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   사하라          한    암   3  53.0    한성열    김명국  오호극              "
"12","   2   자금성          한    암   3  53.0    문정균    정호익  권도윤              "
"13","   3   크립토벨        한    수   3  54.0    함완식    김윤섭  박상선              "
"14","   4   승리공작        한    암   3  53.0    이준철    김대근  한일사료            "
"15","   5   천하강적        한    수   3  54.0    이기회    박흥진  송용식              "
"16","   6   우승견인        한    암   3  53.0    이동국    안해양  윤영기              "
"17","   7   희망평창        한    암   3  53.0    김철호    정지은  권광세              "
"18","   8   뉴원            한    암   3  53.0    심승태    고옥봉  전좌식              "
"19","   9   스페셜윈        한    수   3  54.0    조경호    박원덕  이미경              "
"20","  10   파워러너        한    거   3  54.0    원정일    우창구  천병득              "
"21","  11   흑과백          한    암   3  53.0    하마다    최혜식  권영술              "
"22","--------------------------------------------------------------------------"
"23","                                                  -- 총전적--  -1년전적-"
"24"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"25","--------------------------------------------------------------------------"
"26","   1   사하라                    0      0      0    0  0   4    0  0   4"
"27","   2   자금성                    0      0      0    0  0   2    0  0   2"
"28","   3   크립토벨                  0      0      0    0  0   2    0  0   2"
"29","   4   승리공작                  0      0      0    0  0   1    0  0   1"
"30","   5   천하강적                  0      0      0    0  0   2    0  0   2"
"31","   6   우승견인                  0      0      0    0  0   1    0  0   1"
"32","   7   희망평창                  0      0      0    0  0   3    0  0   3"
"33","   8   뉴원                    180    180    180    0  1   3    0  1   3"
"34","   9   스페셜윈                  0      0      0    0  0   2    0  0   2"
"35","  10   파워러너                  0      0      0    0  0   2    0  0   2"
"36","  11   흑과백                    0      0      0    0  0   1    0  0   1"
"37","--------------------------------------------------------------------------"
"38","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"39",""
"40",""
"41","제목 : 11.01.22 제  5 일  토 요일   2경주;   "
"42",""
"43"," 1200 M   출주:10두    국6   ( 350점이하        3세       )     출발:11:45"
"44"," 마령          일반      "
"45","  14,575,000원    6,050,000원    3,575,000원    1,925,000원    1,375,000원 "
"46","--------------------------------------------------------------------------"
"47"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"48","--------------------------------------------------------------------------"
"49","   1   베스트롱        한    수   3  54.0    함완식    김윤섭  이영록              "
"50","   2   바다마마        한(포)암   3  53.0    정기용    배휴준  박정재              "
"51","   3   대제의밀사      한    수   3  54.0    지하주    김순근  대제종합건설        "
"52","   4   아케자          한    암   3  53.0    김철호    정지은  (주)대명종합건설    "
"53","   5   천우필승        한    암   3  53.0    이동국    박윤규  권영원              "
"54","   6   오복이          한    거   3  54.0    김영진    고옥봉  전좌식              "
"55","   7   천하번쩍        한    암   3  53.0    부민호    홍대유  이종원              "
"56","   8   포트스타        한    수   3  54.0    이기회    천창기  이영록              "
"57","   9   휘영청          한(포)암   3  53.0    문정균    정호익  권도윤              "
"58","  10   볼트러너        한(포)수   3  54.0    하마다    최혜식  김영식              "
"59","--------------------------------------------------------------------------"
"60","                                                  -- 총전적--  -1년전적-"
"61"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"62","--------------------------------------------------------------------------"
