"","x"
"1",""
"2",""
"3","제목 : 11.03.19 제 19 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출주:12두    국6   ( 350점이하        3세       )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   하늘문          한    수   3  54.0    김동철    지용철  정수남              "
"12","   2   서라벌영웅      한    거   3  54.0    최정섭    박천서  이상승              "
"13","   3   메이비          한    수   3  54.0    윤태혁    우창구  변갑한              "
"14","   4   댄싱하이츠      한    암   3  53.0    김철호    김학수  지대섭              "
"15","   5   대성지존        한    거   3  54.0    오경환    안해양  김석헌              "
"16","   6   플라이에너지    한    암   3  53.0    김귀배    김명국  오호극              "
"17","   7   비카드리머      한    암   3  50.0  ▲김혜선    김점오  김종식              "
"18","   8   해탈            한    수   3  54.0    부민호    서범석  고창협              "
"19","   9   익셉셔널        한    암   3  53.0    문정균    임봉춘  김현래              "
"20","  10   초원의아침      한    수   3  54.0    조경호    정호익  조동식              "
"21","  11   피콜로어게인    한(포)수   3  55.0    함완식    김효섭  김선식              "
"22","  12   맹호출림        한    거   3  52.0  △박상우    김일성  임상윤              "
"23","--------------------------------------------------------------------------"
"24","                                                  -- 총전적--  -1년전적-"
"25"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"26","--------------------------------------------------------------------------"
"27","   1   하늘문                    0      0      0    0  0   4    0  0   4"
"28","   2   서라벌영웅                0      0      0    0  0   2    0  0   2"
"29","   3   메이비                    0      0      0    0  0   3    0  0   3"
"30","   4   댄싱하이츠                0      0      0    0  0   1    0  0   1"
"31","   5   대성지존                  0      0      0    0  0   3    0  0   3"
"32","   6   플라이에너지              0      0      0    0  0   2    0  0   2"
"33","   7   비카드리머              110    110    110    0  0   1    0  0   1"
"34","   8   해탈                      0      0      0    0  0   3    0  0   3"
"35","   9   익셉셔널                  0      0      0    0  0   1    0  0   1"
"36","  10   초원의아침                0      0      0    0  0   3    0  0   3"
"37","  11   피콜로어게인              0      0      0    0  0   5    0  0   5"
"38","  12   맹호출림                  0      0      0    0  0   1    0  0   1"
"39","--------------------------------------------------------------------------"
"40","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"41",""
"42",""
"43","제목 : 11.03.19 제 19 일  토 요일   2경주;   "
"44",""
"45"," 1200 M   출주:10두    국5   ( 800점이하        3세이상   )     출발:11:35"
"46"," 마령          일반      "
"47","  19,980,000원    7,770,000원    5,180,000원    2,220,000원    1,850,000원 "
"48","--------------------------------------------------------------------------"
"49"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"50","--------------------------------------------------------------------------"
"51","   1   임페리얼칸      한    암   3  53.0    윤영민    황영원  이필승              "
"52","   2   선샤인캣        한    거   4  56.0    한창민    김명국  이태식              "
"53","   3   솔메이트        한    수   3  54.0    조경호    신우철  이종욱              "
"54","   4   굿스피드        한    암   3  53.0    김동균    김문갑  장석은              "
"55","   5   타키브라운      한    암   4  54.0    문정균    김윤섭  제주축협            "
"56","   6   듀얼미사일      한    거   4  56.0    최범현    양재철  박현종              "
"57","   7   올가닉비타민    한    암   3  53.0    김동철    지용철  임수복              "
"58","   8   이글스톤        한(포)수   3  54.0    오경환    안병기  박정열              "
"59","   9   동방헤로인      한    암   5  55.0    부민호    최혜식  박용훈              "
"60","  10   마블러너        한    거   4  56.0    박을운    강명준  이광수a             "
