"","x"
"1",""
"2",""
"3","제목 : 14.06.21 제 44 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출전:11두    국6   ( 350점미만        3세이상   )     출발:10:50"
"6"," 마령          일반      "
"7","  16,500,000원    6,300,000원    4,200,000원    1,800,000원    1,200,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량     기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   머니데이        한    암   4  54.0      이쿠      양재철  함춘                "
"12","   2   라온맥라렌      한(포)암   3  54.0      서승운    이신영  라온건설            "
"13","   3   레드스킨        한(포)암   3  54.0      문세영    서홍수  김길중              "
"14","   4   번개파워        한    암   3  53.0      최범현    우창구  명인환              "
"15","   5   슈퍼럭키        한    암   3  53.0      함완식    최용구  플래너스            "
"16","   6   검풍            한    암   3  53.0      이준철    김동균  조창석              "
"17","   7   봄봄            한    암   3  53.0      신이치    정호익  백국인              "
"18","   8   투하츠          한    암   4  54.0      이찬호    김윤섭  이방훈              "
"19","   9   피코허니        한    암   3  53.0      박상우    박대흥  (주)자성실업        "
"20","  10   라이트시킹      한    암   3  52.0  (-1)이아나    김순근  오상철              "
"21","  11   아름다운제나    한    암   3  50.0  (-3)조한별    하재흥  권도윤              "
"22","--------------------------------------------------------------------------"
"23","                                                  -- 총전적--  -1년전적-"
"24"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"25","--------------------------------------------------------------------------"
"26","   1   머니데이                150    150     60    0  0  12    0  0  11"
"27","   2   라온맥라렌                0      0      0    0  0   2    0  0   2"
"28","   3   레드스킨                150    150    150    0  0   5    0  0   5"
"29","   4   번개파워                170    170     60    0  0   8    0  0   8"
"30","   5   슈퍼럭키                  0      0      0    0  0   0    0  0   0"
"31","   6   검풍                      0      0      0    0  0   4    0  0   4"
"32","   7   봄봄                      0      0      0    0  0   5    0  0   5"
"33","   8   투하츠                  330    220    190    0  1  17    0  1  12"
"34","   9   피코허니                  0      0      0    0  0   2    0  0   2"
"35","  10   라이트시킹               30     30     30    0  0   5    0  0   5"
"36","  11   아름다운제나              0      0      0    0  0   7    0  0   7"
"37","--------------------------------------------------------------------------"
"38","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"39",""
"40",""
"41","제목 : 14.06.21 제 44 일  토 요일   2경주;   "
"42",""
"43"," 1200 M   출전:12두    국6   ( 350점미만        3세이상   )     출발:11:15"
"44"," 마령          일반      "
"45","  16,500,000원    6,300,000원    4,200,000원    1,800,000원    1,200,000원 "
"46","--------------------------------------------------------------------------"
"47"," 마번  마   명        산지  성별 연령 중량     기  수    조교사  마  주"
"48","--------------------------------------------------------------------------"
"49","   1   멜로디뮤직      한    암   3  49.0  (-4)송재철    김학수  이건행              "
"50","   2   골드피버        한    거   3  52.0  (-2)임기원    송문길  김길중              "
"51","   3   그랜드펄        한    거   3  53.0  (-1)이아나    박대흥  정은섭              "
"52","   4   강톨이          한(포)수   2  54.0      이찬호    강명준  권인택              "
"53","   5   새재사랑        한    수   2  53.0      이준철    김동균  김익영              "
"54","   6   무상대복        한    거   3  53.0  (-1)안효리    배대선  이수홍              "
"55","   7   러닝탱크        한    수   3  54.0      오경환    박희철  경규환              "
"56","   8   비마            한(포)수   3  55.0      서승운    신우철  인천연합            "
"57","   9   럭키테리엇      한    수   4  56.0      윤태혁    허재영  광장마레            "
"58","  10   한솔            한    거   4  56.0      한창민    최영주  함운일              "
"59","  11   리설로즈        한    암   4  51.0  (-3)조한별    서정하  이창용              "
