"","x"
"1",""
"2",""
"3","제목 : 11.04.23 제 29 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출주: 9두    국6   ( 350점이하        3세       )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   실비아그린      한    암   3  53.0    부민호    정호익  백국인              "
"12","   2   궁니르          한(포)수   3  54.0    최범현    정지은  김상용              "
"13","   3   운기            한    암   3  53.0    문정균    신삼영  김항균              "
"14","   4   새벽날개        한    수   3  54.0    최원준    지용철  명인환              "
"15","   5   플랑도르        한    수   3  54.0    함완식    천창기  민홍기              "
"16","   6   화려한질주      한    암   3  53.0    정기용    박윤규  신건호              "
"17","   7   등태산          한    수   3  54.0    정평수    지용훈  박시용              "
"18","   8   깜짝연출        한    암   3  53.0    원정일    유재길  진교원              "
"19","   9   한가위          한(포)암   3  53.0    박병윤    하재흥  김순건              "
"20","--------------------------------------------------------------------------"
"21","                                                  -- 총전적--  -1년전적-"
"22"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"23","--------------------------------------------------------------------------"
"24","   1   실비아그린              180    180    180    0  1   1    0  1   1"
"25","   2   궁니르                    0      0      0    0  0   1    0  0   1"
"26","   3   운기                      0      0      0    0  0   3    0  0   3"
"27","   4   새벽날개                  0      0      0    0  0   3    0  0   3"
"28","   5   플랑도르                290    290    290    0  1   4    0  1   4"
"29","   6   화려한질주                0      0      0    0  0   4    0  0   4"
"30","   7   등태산                  110    110    110    0  0   9    0  0   9"
"31","   8   깜짝연출                  0      0      0    0  0   3    0  0   3"
"32","   9   한가위                    0      0      0    0  0   2    0  0   2"
"33","--------------------------------------------------------------------------"
"34","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"35",""
"36",""
"37","제목 : 11.04.23 제 29 일  토 요일   2경주;   "
"38",""
"39"," 1200 M   출주:12두    혼4   ( 1,600점이하      3세이상   )     출발:11:35"
"40"," 마령          일반      "
"41","  17,550,000원    6,825,000원    4,550,000원    1,950,000원    1,625,000원 "
"42","--------------------------------------------------------------------------"
"43"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"44","--------------------------------------------------------------------------"
"45","   1   설국여왕        일    암   4  54.0    조인권    김효섭  이태인              "
"46","   2   지상군주        미    거   3  54.0    한성열    김순근  박재천              "
"47","   3   수봉산          미    수   3  54.0    문정균    박희철  세계건설(주)        "
"48","   4   대박찬스        미    거   3  54.0    유상완    김점오  이건행              "
"49","   5   골든삭스        미    암   3  53.0    김영진    고옥봉  김재영              "
"50","   6   비더퍼스트투노  미    거   3  54.0    부민호    최혜식  박용훈              "
"51","   7   롱런강호        미    수   3  54.0    최범현    김양선  강석대              "
"52","   8   에이피플러스    미    수   3  54.0    원정일    하재흥  강용식              "
"53","   9   기쁜아침        호    암   2  53.0    오경환    배휴준  이미경              "
"54","  10   위시미로지즈    미    거   3  52.0  △장추열    박천서  유길상              "
"55","  11   라비주토        미    암   3  53.0    하마다    정지은  강동구              "
"56","  12   모비디          미    수   3  54.0    박태종    박흥진  유준환              "
"57","--------------------------------------------------------------------------"
"58","                                                  -- 총전적--  -1년전적-"
"59"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"60","--------------------------------------------------------------------------"
"61","   1   설국여왕              1,441    640    170    0  1  12    0  1  11"
