"","x"
"1",""
"2",""
"3","제목 : 11.01.15 제  3 일  토 요일   1경주;   "
"4",""
"5"," 1400 M   출주:14두    국6   ( 350점이하        3세이상   )     출발:11:20"
"6"," 마령          일반      "
"7","  15,900,000원    6,600,000원    3,900,000원    2,100,000원    1,500,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   플라이백        한    암   4  54.0    하마다    서인석  오호극              "
"12","   2   삼복            한    암   4  50.0  ●유미라    임봉춘  민홍기              "
"13","   3   승승만승        한    수   3  54.0    박을운    박희철  신영식              "
"14","   4   스톰트룹        한    거   4  56.0    김동철    지용철  정수남              "
"15","   5   일등별          한    수   3  51.0  ▲박상우    김명국  박양호              "
"16","   6   러브옵션        한    암   4  50.0  ●김정준    김학수  한영석              "
"17","   7   반야봉          한    암   4  54.0    지하주    김순근  제주축산개발        "
"18","   8   우승예찬        한    수   4  56.0    이금주    서홍수  가명풍              "
"19","   9   우노미사일      한(포)거   4  56.0    이상혁    정지은  김지훈              "
"20","  10   더블마하        한(포)암   4  54.0    김영진    박원덕  이일구              "
"21","  11   베스티          한    거   4  56.0    조경호    하재흥  우순근              "
"22","  12   킹파이팅        한    수   3  54.0    조인권    김호    윤건구              "
"23","  13   윙스톰          한    암   4  51.0  ▲김혜선    지용훈  하광호              "
"24","  14   화산불패        한    수   4  56.0    한성열    박종곤  고광숙              "
"25","--------------------------------------------------------------------------"
"26","                                                  -- 총전적--  -1년전적-"
"27"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"28","--------------------------------------------------------------------------"
"29","   1   플라이백                  0      0      0    0  0   5    0  0   5"
"30","   2   삼복                    290    290      0    0  1  16    0  1  14"
"31","   3   승승만승                180    180    180    0  1   3    0  1   3"
"32","   4   스톰트룹                  0      0      0    0  0  11    0  0  10"
"33","   5   일등별                  110    110    110    0  0   4    0  0   4"
"34","   6   러브옵션                220    220    220    0  0  13    0  0  12"
"35","   7   반야봉                  110    110    110    0  0  11    0  0  11"
"36","   8   우승예찬                  0      0      0    0  0   9    0  0   9"
"37","   9   우노미사일              180    180    180    0  1  14    0  1  12"
"38","  10   더블마하                  0      0      0    0  0  15    0  0  12"
"39","  11   베스티                  220    220    220    0  0   9    0  0   8"
"40","  12   킹파이팅                  0      0      0    0  0   3    0  0   3"
"41","  13   윙스톰                    0      0      0    0  0  13    0  0  12"
"42","  14   화산불패                  0      0      0    0  0  11    0  0  11"
"43","--------------------------------------------------------------------------"
"44","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"45",""
"46",""
"47","제목 : 11.01.15 제  3 일  토 요일   2경주;   "
"48",""
"49"," 1200 M   출주:14두    국6   ( 350점이하        3세       )     출발:11:45"
"50"," 마령          일반      "
"51","  14,575,000원    6,050,000원    3,575,000원    1,925,000원    1,375,000원 "
"52","--------------------------------------------------------------------------"
"53"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"54","--------------------------------------------------------------------------"
"55","   1   정상회의        한    수   3  54.0    박병윤    하재흥  이유환              "
"56","   2   피겨여왕        한    암   3  53.0    정기용    천창기  김종욱              "
"57","   3   갓이븐          한(포)암   3  53.0    조인권    김호    허영희              "
"58","   4   기쁨연출        한    수   3  54.0    김영진    유재길  진교원              "
"59","   5   행운천하        한    암   3  53.0    최범현    양재철  장철환              "
"60","   6   우리야          한    거   3  50.0  ●이강서    배대선  변영남              "
"61","   7   럭비스타        한    암   3  53.0    한성열    김윤섭  제주축협            "
