"","x"
"1",""
"2",""
"3","제목 : 11.03.26 제 21 일  토 요일   1경주;   "
"4",""
"5"," 1300 M   출주:12두    국6   ( 350점이하        3세이상   )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   골드라벨        한    암   4  54.0    김영진    서인석  이용대              "
"12","   2   금빛            한    암   4  54.0    조경호    안해양  윤영기              "
"13","   3   블루밴드세라    한    암   3  53.0    부민호    서정하  최병욱              "
"14","   4   당대여걸        한    암   4  54.0    유상완    김윤섭  박종률              "
"15","   5   왕가            한    암   4  54.0    지하주    임봉춘  김순건              "
"16","   6   홀리퀸          한    암   4  54.0    김귀배    황영원  우빈레저            "
"17","   7   기억날그날      한    암   3  53.0    원정일    우창구  홍금희              "
"18","   8   자금성          한    암   3  53.0    문정균    정호익  권도윤              "
"19","   9   오르간하프      한(포)암   4  54.0    김동균    곽영효  허영희              "
"20","  10   위너헌터        한    암   3  53.0    정기용    박대흥  류순곤              "
"21","  11   파이널퀸        한    암   4  50.0  ●이강서    안병기  이건행              "
"22","  12   윙스톰          한    암   4  54.0    정평수    지용훈  하광호              "
"23","--------------------------------------------------------------------------"
"24","                                                  -- 총전적--  -1년전적-"
"25"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"26","--------------------------------------------------------------------------"
"27","   1   골드라벨                220    220    220    0  0   6    0  0   6"
"28","   2   금빛                    290    290    180    0  1   5    0  1   5"
"29","   3   블루밴드세라              0      0      0    0  0   2    0  0   2"
"30","   4   당대여걸                  0      0      0    0  0  11    0  0  11"
"31","   5   왕가                    220    110    110    0  0  13    0  0  11"
"32","   6   홀리퀸                    0      0      0    0  0   6    0  0   6"
"33","   7   기억날그날                0      0      0    0  0   1    0  0   1"
"34","   8   자금성                    0      0      0    0  0   5    0  0   5"
"35","   9   오르간하프                0      0      0    0  0   6    0  0   5"
"36","  10   위너헌터                  0      0      0    0  0   5    0  0   5"
"37","  11   파이널퀸                180    180    180    0  1  10    0  1  10"
"38","  12   윙스톰                    0      0      0    0  0  16    0  0  13"
"39","--------------------------------------------------------------------------"
"40","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"41",""
"42",""
"43","제목 : 11.03.26 제 21 일  토 요일   2경주;   "
"44",""
"45"," 1200 M   출주:12두    국6   ( 350점이하        3세       )     출발:11:35"
"46"," 마령          일반      "
"47","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"48","--------------------------------------------------------------------------"
"49"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"50","--------------------------------------------------------------------------"
"51","   1   톱걸            한    암   3  53.0    이기회    최혜식  박용훈              "
"52","   2   포트스타        한    수   3  54.0    함완식    천창기  이영록              "
"53","   3   깜짝연출        한    암   3  53.0    신대전    유재길  진교원              "
"54","   4   천승            한    수   3  54.0    문세영    안병기  은희만              "
"55","   5   선두력          한(포)거   3  52.0  △박상우    강명준  이국진              "
"56","   6   볼트            한    거   3  54.0    조인권    김호    최두호              "
"57","   7   과천번개        한    거   3  54.0    최범현    배휴준  서상주              "
"58","   8   파워러너        한    거   3  54.0    김철호    우창구  천병득              "
"59","   9   센친구          한    수   3  54.0    방춘식    박희철  경규환              "
"60","  10   치프팬더        한    수   3  51.0  ▲김혜선    안해양  이효선              "
"61","  11   분수령          한    암   3  53.0    부민호    정호익  김정철              "
