"","x"
"1",""
"2",""
"3","제목 : 11.02.12 제  9 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출주:14두    국6   ( 350점이하        3세       )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   마이어          한    암   3  53.0    부민호    배휴준  오상철              "
"12","   2   공명대로        한    암   3  53.0    최범현    박원덕  명인환              "
"13","   3   팔공            한    수   3  54.0    윤영민    황영원  이승택              "
"14","   4   팔기군          한    수   3  54.0    정평수    지용훈  남기태              "
"15","   5   베스트에이스    한    수   3  54.0    조인권    최상식  장재형              "
"16","   6   유로강세        한(포)암   3  49.0  ●이강서    안병기  박용훈              "
"17","   7   베스트아이콘    한    거   3  54.0    한창민    박윤규  이국진              "
"18","   8   정상회의        한    수   3  54.0    문세영    하재흥  이유환              "
"19","   9   가속돌파        한    암   3  53.0    하마다    서인석  오호극              "
"20","  10   천지바람        한    수   3  54.0    신형철    김명국  박양호              "
"21","  11   브라보투게더    한    거   3  54.0    양희진    김문갑  김성두              "
"22","  12   광복빛          한(포)암   3  54.0    정기용    박대흥  남승현              "
"23","  13   존칼리스        한    거   3  54.0    김석봉    김점오  고창범              "
"24","  14   대한호걸        한    수   3  54.0    조경호    박윤규  장석린외1인(신치구) "
"25","--------------------------------------------------------------------------"
"26","                                                  -- 총전적--  -1년전적-"
"27"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"28","--------------------------------------------------------------------------"
"29","   1   마이어                    0      0      0    0  0   4    0  0   4"
"30","   2   공명대로                  0      0      0    0  0   4    0  0   4"
"31","   3   팔공                      0      0      0    0  0   1    0  0   1"
"32","   4   팔기군                    0      0      0    0  0   2    0  0   2"
"33","   5   베스트에이스              0      0      0    0  0   1    0  0   1"
"34","   6   유로강세                  0      0      0    0  0   5    0  0   5"
"35","   7   베스트아이콘              0      0      0    0  0   2    0  0   2"
"36","   8   정상회의                  0      0      0    0  0   2    0  0   2"
"37","   9   가속돌파                  0      0      0    0  0   4    0  0   4"
"38","  10   천지바람                290    290    290    0  1   7    0  1   7"
"39","  11   브라보투게더              0      0      0    0  0   2    0  0   2"
"40","  12   광복빛                  180    180    180    0  1   3    0  1   3"
"41","  13   존칼리스                  0      0      0    0  0   2    0  0   2"
"42","  14   대한호걸                110    110    110    0  0   1    0  0   1"
"43","--------------------------------------------------------------------------"
"44","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"45",""
"46",""
"47","제목 : 11.02.12 제  9 일  토 요일   2경주;   "
"48",""
"49"," 1200 M   출주:14두    혼4   ( 1,600점이하      3세이상   )     출발:11:35"
"50"," 마령          일반      "
"51","  17,550,000원    6,825,000원    4,550,000원    1,950,000원    1,625,000원 "
"52","--------------------------------------------------------------------------"
"53"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"54","--------------------------------------------------------------------------"
"55","   1   댕기머리        뉴    거   3  55.0    문세영    서인석  고창범              "
"56","   2   사옥도          미    거   4  56.0    부민호    배휴준  허영희              "
"57","   3   플로리다의별    미    수   3  54.0    문정균    김대근  최상섭              "
"58","   4   백호무적        미    수   3  54.0    최범현    김양선  명인환              "
"59","   5   파워클린업      뉴    거   3  55.0    하마다    김효섭  민형근              "
"60","   6   카퍼레이드      한    수   3  52.0    김철호    정지은  이영해              "
