"","x"
"1",""
"2",""
"3","제목 : 11.01.08 제  1 일  토 요일   1경주;   "
"4",""
"5"," 1300 M   출주:14두    국6   ( 350점이하        3세이상   )     출발:11:20"
"6"," 마령          일반      "
"7","  14,575,000원    6,050,000원    3,575,000원    1,925,000원    1,375,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   서밋킹          한    수   4  52.0  ●김정준    천창기  (주)늘푸른목장      "
"12","   2   황금캡틴        한    거   3  54.0    조인권    김순근  원흥순              "
"13","   3   바라는만큼      한    거   4  56.0    심승태    고옥봉  정이남              "
"14","   4   상징의여장      한    수   4  56.0    이기회    이인호  구자선              "
"15","   5   초모랑마        한    암   5  52.0  ▲김혜선    지용훈  조용학              "
"16","   6   초원특명        한    암   4  54.0    최원준    박종곤  제주축산개발        "
"17","   7   스위트멜로디    한    암   4  54.0    부민호    최혜식  박용훈              "
"18","   8   대천볼트        한    암   4  54.0    함완식    하재흥  김병현              "
"19","   9   산록도로        한    거   4  56.0    문세영    김점오  강종우              "
"20","  10   터치스톰        한    수   3  54.0    황순도    김일성  김재성a             "
"21","  11   매직넘버        한    거   4  52.0  ●박종현    안해양  윤영기              "
"22","  12   브라보투게더    한    거   3  54.0    김귀배    김문갑  김성두              "
"23","  13   매직버드        한    암   4  54.0    이상혁    김학수  안영환              "
"24","  14   마블러너        한    거   4  56.0    박을운    강명준  이광수a             "
"25","--------------------------------------------------------------------------"
"26","                                                  -- 총전적--  -1년전적-"
"27"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"28","--------------------------------------------------------------------------"
"29","   1   서밋킹                    0      0      0    0  0   7    0  0   7"
"30","   2   황금캡틴                  0      0      0    0  0   1    0  0   1"
"31","   3   바라는만큼              110    110    110    0  0  14    0  0  12"
"32","   4   상징의여장                0      0      0    0  0   4    0  0   3"
"33","   5   초모랑마                220    220    110    0  0  11    0  0  11"
"34","   6   초원특명                180    180    180    0  1  14    0  1  13"
"35","   7   스위트멜로디            180    180    180    0  1  14    0  1  12"
"36","   8   대천볼트                110    110      0    0  0   9    0  0   8"
"37","   9   산록도로                180    180    180    0  1  15    0  1  13"
"38","  10   터치스톰                  0      0      0    0  0   2    0  0   2"
"39","  11   매직넘버                180    180      0    0  1  10    0  1  10"
"40","  12   브라보투게더              0      0      0    0  0   1    0  0   1"
"41","  13   매직버드                180    180    180    0  1  11    0  1  11"
"42","  14   마블러너                290    290    290    0  1  11    0  1   9"
"43","--------------------------------------------------------------------------"
"44","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"45",""
"46",""
"47","제목 : 11.01.08 제  1 일  토 요일   2경주;   "
"48",""
"49"," 1200 M   출주:14두    국6   ( 350점이하        3세       )     출발:11:45"
"50"," 마령          일반      "
"51","  14,575,000원    6,050,000원    3,575,000원    1,925,000원    1,375,000원 "
"52","--------------------------------------------------------------------------"
"53"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"54","--------------------------------------------------------------------------"
"55","   1   핑크팬더        한    수   3  54.0    부민호    서정하  김선교              "
"56","   2   감동의빛        한    수   3  54.0    김동철    지용철  최성룡              "
"57","   3   태양의왕        한    거   3  54.0    최범현    김양선  김창식              "
"58","   4   천승            한    수   3  50.0  ●이강서    안병기  은희만              "
"59","   5   제이엑스원      한    암   3  53.0    이신영    안해양  이효선              "
"60","   6   등태산          한    수   3  54.0    정평수    지용훈  박시용              "
