"","x"
"1",""
"2",""
"3","제목 : 11.01.29 제  7 일  토 요일   1경주;   "
"4",""
"5"," 1300 M   출주:14두    국6   ( 350점이하        3세이상   )     출발:11:20"
"6"," 마령          일반      "
"7","  14,575,000원    6,050,000원    3,575,000원    1,925,000원    1,375,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   서밋러너        한    수   3  54.0    조인권    배대선  이광수a             "
"12","   2   메이비          한    수   3  54.0    박태종    우창구  변갑한              "
"13","   3   오페라걸        한    암   3  53.0    이신영    안해양  최명숙              "
"14","   4   매직버드        한    암   4  50.0  ●김정준    김학수  안영환              "
"15","   5   하늘문          한    수   3  54.0    김동철    지용철  정수남              "
"16","   6   대세상승        한    암   4  54.0    지하주    김순근  김순주              "
"17","   7   미스제이드      한(포)암   4  54.0    부민호    서정하  김선교              "
"18","   8   선샤인캣        한    거   4  56.0    방춘식    김명국  이태식              "
"19","   9   최고파티        한    수   3  54.0    정기용    김호    최종환              "
"20","  10   프리랜드        한    암   4  54.0    박병윤    하재흥  우순근              "
"21","  11   스톰플레이      한    암   4  51.0  ▲김혜선    서홍수  퓨리나코리아        "
"22","  12   스윙맘보        한    암   4  54.0    이기회    박흥진  (주)늘푸른목장      "
"23","  13   초원대장        한    거   4  56.0    이동국    최상식  조동식              "
"24","  14   서밋킹          한    수   4  56.0    최정섭    천창기  (주)늘푸른목장      "
"25","--------------------------------------------------------------------------"
"26","                                                  -- 총전적--  -1년전적-"
"27"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"28","--------------------------------------------------------------------------"
"29","   1   서밋러너                  0      0      0    0  0   1    0  0   1"
"30","   2   메이비                    0      0      0    0  0   2    0  0   2"
"31","   3   오페라걸                  0      0      0    0  0   5    0  0   5"
"32","   4   매직버드                180    180    180    0  1  12    0  1  12"
"33","   5   하늘문                    0      0      0    0  0   2    0  0   2"
"34","   6   대세상승                  0      0      0    0  0   2    0  0   2"
"35","   7   미스제이드                0      0      0    0  0   2    0  0   2"
"36","   8   선샤인캣                  0      0      0    0  0   4    0  0   4"
"37","   9   최고파티                  0      0      0    0  0   2    0  0   2"
"38","  10   프리랜드                180    180    180    0  1  12    0  1  11"
"39","  11   스톰플레이                0      0      0    0  0   7    0  0   7"
"40","  12   스윙맘보                180    180      0    0  1   8    0  1   8"
"41","  13   초원대장                110    110      0    0  0   9    0  0   9"
"42","  14   서밋킹                    0      0      0    0  0   8    0  0   8"
"43","--------------------------------------------------------------------------"
"44","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"45",""
"46",""
"47","제목 : 11.01.29 제  7 일  토 요일   2경주;   "
"48",""
"49"," 1200 M   출주:14두    국6   ( 350점이하        3세       )     출발:11:45"
"50"," 마령          일반      "
"51","  14,575,000원    6,050,000원    3,575,000원    1,925,000원    1,375,000원 "
"52","--------------------------------------------------------------------------"
"53"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"54","--------------------------------------------------------------------------"
"55","   1   보난자          한    거   3  54.0    문세영    김문갑  김채겸              "
"56","   2   일광대세        한    수   3  54.0    정기용    김춘근  이선종              "
"57","   3   레드머니        한    수   3  51.0  ▲박상우    김일성  일진코스메틱        "
"58","   4   태극남아        한    수   3  54.0    부민호    박흥진  유준환              "
"59","   5   태양의왕        한    거   3  54.0    최범현    김양선  김창식              "
"60","   6   명수재          한    수   3  54.0    문정균    김순근  안태건              "
