"","x"
"1",""
"2",""
"3","제목 : 11.06.11 제 43 일  토 요일   1경주;   "
"4",""
"5"," 1300 M   출주:11두    국6   ( 350점이하        3세이상   )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   등태산          한    수   3  54.0    정평수    지용훈  박시용              "
"12","   2   해동태후        한    암   4  50.0  ●김정준    김효섭  김동호              "
"13","   3   마이패밀리      한    수   4  52.0  ●유미라    박흥진  김도윤              "
"14","   4   배트지존        한    거   4  56.0    박을운    박종곤  김정근              "
"15","   5   매직칸          한(포)거   4  56.0    김석봉    신우철  김방철              "
"16","   6   국풍            한    암   4  54.0    김옥성    김학수  박재범              "
"17","   7   프리랜드        한    암   4  50.0  ●이강서    하재흥  우순근              "
"18","   8   홀리마운틴      한(포)암   4  54.0    이동국    신삼영  장철환              "
"19","   9   플라이백        한    암   4  54.0    지하주    서인석  오호극              "
"20","  10   스위트멜로디    한    암   4  53.0  ☆박시천    최혜식  박용훈              "
"21","  11   상천보검        한    거   4  56.0    최원준    지용철  김선식              "
"22","--------------------------------------------------------------------------"
"23","                                                  -- 총전적--  -1년전적-"
"24"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"25","--------------------------------------------------------------------------"
"26","   1   등태산                  620    620    510    1  0  12    1  0  12"
"27","   2   해동태후                  0      0      0    0  0  14    0  0  10"
"28","   3   마이패밀리                0      0      0    0  0  20    0  0  14"
"29","   4   배트지존                  0      0      0    0  0   9    0  0   9"
"30","   5   매직칸                    0      0      0    0  0   2    0  0   2"
"31","   6   국풍                      0      0      0    0  0  11    0  0   5"
"32","   7   프리랜드                180    180      0    0  1  18    0  1  14"
"33","   8   홀리마운틴              110    110    110    0  0   5    0  0   5"
"34","   9   플라이백                180    180    180    0  1  10    0  1  10"
"35","  10   스위트멜로디            290    290    110    0  1  20    0  1  13"
"36","  11   상천보검                290    290    290    0  1  10    0  1   8"
"37","--------------------------------------------------------------------------"
"38","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"39",""
"40",""
"41","제목 : 11.06.11 제 43 일  토 요일   2경주;   "
"42",""
"43"," 1200 M   출주:11두    국5   ( 800점이하        3세이상   )     출발:11:35"
"44"," 마령          일반      "
"45","  19,980,000원    7,770,000원    5,180,000원    2,220,000원    1,850,000원 "
"46","--------------------------------------------------------------------------"
"47"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"48","--------------------------------------------------------------------------"
"49","   1   골든타겟        한    암   3  53.0    김동균    최영주  박성구              "
"50","   2   필드라이너      한    암   4  54.0    정기용    이인호  김명식              "
"51","   3   최초로          한    암   3  53.0    김동철    지용철  최성룡              "
"52","   4   꿈꾸는세상      한    암   3  53.0    조인권    김호    이용대              "
"53","   5   행운천하        한    암   3  53.0    최범현    양재철  장철환              "
"54","   6   시간의향기      한    암   4  50.0  ●이강서    하재흥  우순근              "
"55","   7   늘상승          한    암   4  50.0  ●김정준    김춘근  권익현              "
"56","   8   택선            한    암   3  53.0    오경환    임봉춘  권인택              "
"57","   9   노피어          한    암   4  54.0    함완식    유재길  금악목장            "
"58","  10   와일드키티      한    암   3  53.0    정평수    지용훈  남기태              "
"59","  11   우승모아        한    암   4  54.0    원정일    유재길  허건호              "
"60","--------------------------------------------------------------------------"
"61","                                                  -- 총전적--  -1년전적-"
