"","x"
"1",""
"2",""
"3","제목 : 11.04.09 제 25 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출주: 8두    국6   ( 350점이하        3세       )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   에버마스터      한    거   3  54.0    문정균    배휴준  권택종              "
"12","   2   무브먼트        한    수   3  54.0    조인권    김호    박성구              "
"13","   3   분수령          한    암   3  53.0    부민호    정호익  김정철              "
"14","   4   임페리얼칸      한    암   3  53.0    김귀배    황영원  이필승              "
"15","   5   호걸풍          한    수   3  54.0    문세영    안병기  최건호              "
"16","   6   맹호출림        한    거   3  52.0  △박상우    김일성  임상윤              "
"17","   7   팔기군          한    수   3  54.0    정평수    지용훈  남기태              "
"18","   8   독주            한    암   3  53.0    김영진    서인석  구경회              "
"19","--------------------------------------------------------------------------"
"20","                                                  -- 총전적--  -1년전적-"
"21"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"22","--------------------------------------------------------------------------"
"23","   1   에버마스터                0      0      0    0  0   6    0  0   6"
"24","   2   무브먼트                  0      0      0    0  0   5    0  0   5"
"25","   3   분수령                    0      0      0    0  0   7    0  0   7"
"26","   4   임페리얼칸                0      0      0    0  0   2    0  0   2"
"27","   5   호걸풍                    0      0      0    0  0   1    0  0   1"
"28","   6   맹호출림                  0      0      0    0  0   2    0  0   2"
"29","   7   팔기군                    0      0      0    0  0   4    0  0   4"
"30","   8   독주                      0      0      0    0  0   3    0  0   3"
"31","--------------------------------------------------------------------------"
"32","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"33",""
"34",""
"35","제목 : 11.04.09 제 25 일  토 요일   2경주;   "
"36",""
"37"," 1000 M   출주:12두    국6   ( 350점이하        3세       )     출발:11:35"
"38"," 마령          일반      "
"39","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"40","--------------------------------------------------------------------------"
"41"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"42","--------------------------------------------------------------------------"
"43","   1   팍시배블        한    암   3  53.0    하마다    양재철  장철환              "
"44","   2   특급이벤트      한    수   3  51.0  ▲이기웅    손영표  김종한              "
"45","   3   레인킹          한    암   3  53.0    황순도    김윤섭  이방훈              "
"46","   4   다이아캐슬      한    암   3  53.0    문정균    배휴준  류재욱              "
"47","   5   챔피언갤럽      한    암   3  53.0    김동균    박원덕  이미경              "
"48","   6   비르투오사      한    암   3  53.0    부민호    정호익  송봉규              "
"49","   7   신흥여장        한    암   3  53.0    유상완    천창기  김명식              "
"50","   8   라온리치        한    암   3  53.0    조경호    신우철  라온건설            "
"51","   9   골든타겟        한    암   3  53.0    김석봉    최영주  박성구              "
"52","  10   사하라          한    암   3  53.0    최범현    김명국  오호극              "
"53","  11   로빈그레이스    한    암   3  53.0    신형철    김효섭  구본순              "
"54","  12   롱런오페라      한    암   3  53.0    문세영    안병기  최건호              "
"55","--------------------------------------------------------------------------"
"56","                                                  -- 총전적--  -1년전적-"
"57"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"58","--------------------------------------------------------------------------"
"59","   1   팍시배블                  0      0      0    0  0   4    0  0   4"
"60","   2   특급이벤트                0      0      0    0  0   1    0  0   1"
"61","   3   레인킹                    0      0      0    0  0   1    0  0   1"
"62","   4   다이아캐슬                0      0      0    0  0   4    0  0   4"
