"","x"
"1",""
"2",""
"3","제목 : 11.02.19 제 11 일  토 요일   1경주;   "
"4",""
"5"," 1300 M   출주:14두    국6   ( 350점이하        3세이상   )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   하늘래기        한    암   3  53.0    박병윤    하재흥  이용대              "
"12","   2   포토힐          한    암   3  53.0    박을운    구자흥  이영규              "
"13","   3   국풍            한    암   4  50.0  ●김정준    김학수  박재범              "
"14","   4   쌩쌩            한    수   4  56.0    문정균    천창기  김종욱              "
"15","   5   왕가            한    암   4  54.0    하마다    임봉춘  김순건              "
"16","   6   과천킹          한    수   3  54.0    문세영    홍대유  서상주              "
"17","   7   에버그린        한    거   4  56.0    고성이    최상식  정춘복              "
"18","   8   럭비스타        한    암   3  53.0    신형철    김윤섭  제주축협            "
"19","   9   불패강호        한    수   4  54.0  △박상우    정지은  김지훈              "
"20","  10   금빛            한    암   4  54.0    이동국    안해양  윤영기              "
"21","  11   오복이          한    거   3  52.0  △박시천    고옥봉  전좌식              "
"22","  12   배트지존        한    거   4  56.0    심승태    박종곤  김정근              "
"23","  13   샘물축제        한    거   4  56.0    김석봉    김점오  고창범              "
"24","  14   상천보검        한    거   4  56.0    최원준    지용철  김선식              "
"25","--------------------------------------------------------------------------"
"26","                                                  -- 총전적--  -1년전적-"
"27"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"28","--------------------------------------------------------------------------"
"29","   1   하늘래기                  0      0      0    0  0   2    0  0   2"
"30","   2   포토힐                  220    220    220    0  0   2    0  0   2"
"31","   3   국풍                      0      0      0    0  0   6    0  0   5"
"32","   4   쌩쌩                    110    110    110    0  0  13    0  0  12"
"33","   5   왕가                    220    110    110    0  0  12    0  0  11"
"34","   6   과천킹                    0      0      0    0  0   3    0  0   3"
"35","   7   에버그린                  0      0      0    0  0   2    0  0   2"
"36","   8   럭비스타                110    110    110    0  0   3    0  0   3"
"37","   9   불패강호                  0      0      0    0  0   9    0  0   9"
"38","  10   금빛                    110    110      0    0  0   4    0  0   4"
"39","  11   오복이                    0      0      0    0  0   5    0  0   5"
"40","  12   배트지존                  0      0      0    0  0   3    0  0   3"
"41","  13   샘물축제                110    110    110    0  0  10    0  0   9"
"42","  14   상천보검                  0      0      0    0  0   5    0  0   5"
"43","--------------------------------------------------------------------------"
"44","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"45",""
"46",""
"47","제목 : 11.02.19 제 11 일  토 요일   2경주;   "
"48",""
"49"," 1200 M   출주:14두    국6   ( 350점이하        3세       )     출발:11:35"
"50"," 마령          일반      "
"51","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"52","--------------------------------------------------------------------------"
"53"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"54","--------------------------------------------------------------------------"
"55","   1   감동의빛        한    수   3  54.0    최원준    지용철  최성룡              "
"56","   2   더블프라다      한    암   3  49.0  ●박종현    박흥진  강승연              "
"57","   3   제이엑스원      한    암   3  53.0    이신영    안해양  이효선              "
"58","   4   일등별          한    수   3  54.0    김귀배    김명국  박양호              "
"59","   5   블루밴드세라    한    암   3  53.0    이금주    서정하  최병욱              "
"60","   6   기쁨연출        한    수   3  54.0    조경호    유재길  진교원              "
"61","   7   선엠페러        한    수   3  54.0    심승태    서범석  이신근              "
