"","x"
"1",""
"2",""
"3","제목 : 11.03.12 제 17 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출주:11두    국6   ( 350점이하        3세       )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   대행수          한    거   3  54.0    허재영    배휴준  김길중              "
"12","   2   강한여신        한    암   3  53.0    최원준    서홍수  이필승              "
"13","   3   팔기군          한    수   3  54.0    정평수    지용훈  남기태              "
"14","   4   원손            한    암   3  53.0    최정섭    박천서  이동일              "
"15","   5   팔공            한    수   3  54.0    윤영민    황영원  이승택              "
"16","   6   에스에스이천    한    암   3  53.0    정기용    박대흥  이종욱              "
"17","   7   센스마일        한    수   3  54.0    방춘식    박희철  김채형              "
"18","   8   행운특급        한    수   3  51.0  ▲장추열    배대선  박상헌              "
"19","   9   와와둥둥        한    수   3  54.0    문세영    하재흥  강용식              "
"20","  10   분수령          한    암   3  53.0    부민호    정호익  김정철              "
"21","  11   무브먼트        한    수   3  54.0    조인권    김호    박성구              "
"22","--------------------------------------------------------------------------"
"23","                                                  -- 총전적--  -1년전적-"
"24"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"25","--------------------------------------------------------------------------"
"26","   1   대행수                    0      0      0    0  0   3    0  0   3"
"27","   2   강한여신                  0      0      0    0  0   4    0  0   4"
"28","   3   팔기군                    0      0      0    0  0   3    0  0   3"
"29","   4   원손                      0      0      0    0  0   3    0  0   3"
"30","   5   팔공                      0      0      0    0  0   2    0  0   2"
"31","   6   에스에스이천            110    110    110    0  0   3    0  0   3"
"32","   7   센스마일                  0      0      0    0  0   2    0  0   2"
"33","   8   행운특급                  0      0      0    0  0   1    0  0   1"
"34","   9   와와둥둥                180    180    180    0  1   2    0  1   2"
"35","  10   분수령                    0      0      0    0  0   5    0  0   5"
"36","  11   무브먼트                  0      0      0    0  0   4    0  0   4"
"37","--------------------------------------------------------------------------"
"38","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"39",""
"40",""
"41","제목 : 11.03.12 제 17 일  토 요일   2경주;   "
"42",""
"43"," 1200 M   출주:12두    혼4   ( 1,600점이하      3세이상   )     출발:11:35"
"44"," 마령          일반      "
"45","  17,550,000원    6,825,000원    4,550,000원    1,950,000원    1,625,000원 "
"46","--------------------------------------------------------------------------"
"47"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"48","--------------------------------------------------------------------------"
"49","   1   그라운드워      미    수   3  54.0    신대전    유재길  서순배              "
"50","   2   블론디퀸카      일    암   4  51.0  ▲장추열    배대선  이수홍              "
"51","   3   배트지존        한    거   4  54.0    하마다    박종곤  김정근              "
"52","   4   마초버드        미    암   3  49.0  ●유미라    신우철  이도명              "
"53","   5   블랙밀리언      미    거   5  57.0    김석봉    최영주  이건행              "
"54","   6   심플리베터      뉴    거   3  55.0    신형철    김윤섭  박용훈              "
"55","   7   야호캣          미    수   3  54.0    방춘식    김명국  이태식              "
"56","   8   맥스밸류        미    수   3  54.0    정기용    최혜식  최건호              "
"57","   9   데어링파워      미    수   3  54.0    문정균    김순근  황의영              "
"58","  10   실버스톰        한    거   4  54.0    김귀배    배휴준  오상철              "
"59","  11   무한투혼        뉴    거   5  56.0    정평수    지용훈  조용학              "
"60","  12   모비디          미    수   3  54.0    문세영    박흥진  유준환              "
"61","--------------------------------------------------------------------------"
