"","x"
"1",""
"2",""
"3","제목 : 11.06.04 제 41 일  토 요일   1경주;   "
"4",""
"5"," 1200 M   출주:12두    국6   ( 350점이하        3세이상   )     출발:11:10"
"6"," 마령          일반      "
"7","  15,552,000원    6,048,000원    4,032,000원    1,728,000원    1,440,000원 "
"8","--------------------------------------------------------------------------"
"9"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"10","--------------------------------------------------------------------------"
"11","   1   꿈의축제        한    암   3  53.0    조인권    김호    김휘남              "
"12","   2   아리수          한    암   4  54.0    오경환    천창기  천병득              "
"13","   3   무브온          한    암   4  54.0    최범현    박종곤  이방훈              "
"14","   4   튼튼제일        한    암   4  51.0  ▲이기웅    손영표  유무성              "
"15","   5   알드라이크      한(포)암   4  54.0    양희진    김문갑  박성구              "
"16","   6   산록도로        한    거   4  56.0    문세영    김점오  강종우              "
"17","   7   보아이디얼      한    수   4  56.0    문정균    김순근  안태건              "
"18","   8   새벽날개        한    수   3  54.0    최원준    지용철  명인환              "
"19","   9   마이드림        한    암   3  53.0    김영진    서인석  구경회              "
"20","  10   오복이          한    거   3  53.0  ☆박시천    고옥봉  전좌식              "
"21","  11   파이널퀸        한    암   4  50.0  ●이강서    안병기  이건행              "
"22","  12   레이디로드      한    암   4  54.0    함완식    천창기  강종우              "
"23","--------------------------------------------------------------------------"
"24","                                                  -- 총전적--  -1년전적-"
"25"," 마번  마  명               총점수 1년점수 6개월  1위/2위/계  1위/2위/계"
"26","--------------------------------------------------------------------------"
"27","   1   꿈의축제                  0      0      0    0  0   6    0  0   6"
"28","   2   아리수                  110    110    110    0  0  17    0  0  12"
"29","   3   무브온                  180    180      0    0  1  11    0  1   7"
"30","   4   튼튼제일                110    110      0    0  0  23    0  0  18"
"31","   5   알드라이크                0      0      0    0  0   3    0  0   2"
"32","   6   산록도로                290    290    110    0  1  21    0  1  13"
"33","   7   보아이디얼              220    220    110    0  0  19    0  0  13"
"34","   8   새벽날개                180    180    180    0  1   4    0  1   4"
"35","   9   마이드림                  0      0      0    0  0   1    0  0   1"
"36","  10   오복이                    0      0      0    0  0   9    0  0   9"
"37","  11   파이널퀸                290    290    290    0  1  13    0  1  13"
"38","  12   레이디로드              290    290      0    0  1  11    0  1   9"
"39","--------------------------------------------------------------------------"
"40","※ 총점수 : 93년 개인마주제이후 1-3위점수          "
"41",""
"42",""
"43","제목 : 11.06.04 제 41 일  토 요일   2경주;   "
"44",""
"45"," 1200 M   출주:10두    국5   ( 800점이하        3세이상   )     출발:11:35"
"46"," 마령          일반      "
"47","  19,980,000원    7,770,000원    5,180,000원    2,220,000원    1,850,000원 "
"48","--------------------------------------------------------------------------"
"49"," 마번  마   명        산지  성별 연령 중량    기  수    조교사  마  주"
"50","--------------------------------------------------------------------------"
"51","   1   본투런          한    암   4  53.0  ☆박시천    지용훈  조용학              "
"52","   2   와와둥둥        한    수   3  54.0    문세영    하재흥  강용식              "
"53","   3   스톰플레이      한    암   4  50.0  ●유미라    서홍수  퓨리나코리아        "
"54","   4   동방헤로인      한    암   5  55.0    이기회    최혜식  박종률              "
"55","   5   스윙맘보        한    암   4  54.0    박병윤    박흥진  (주)늘푸른목장      "
"56","   6   서남풍          한    수   4  56.0    김옥성    김순근  이윤화              "
"57","   7   우라노스        한    수   3  54.0    조경호    서범석  오상철              "
"58","   8   테이크오프      한    거   4  53.0  ▲이기웅    손영표  김지훈              "
"59","   9   선샤인캣        한    거   4  56.0    고성이    김명국  이태식              "
"60","  10   갓이븐          한(포)암   3  49.0  ●김정준    김호    허영희              "
